unit_id,rule_id,reaction_id
9963,55362,22974
9963,55362,22975
9963,55362,22976
9469,55363,22969
9469,55363,22975
9469,55363,22976
5537,55364,22965
5537,55364,22966
5537,55364,22968
5537,55364,22969
5537,55364,22970
5537,55364,22971
5537,55364,22972
5537,55364,22975
5537,55364,22976
9451,55365,22968
9451,55365,22968
9451,55365,22970
9451,55365,22972
1570,55366,22968
1570,55366,22968
1570,55366,22970
1570,55366,22972
11101,55367,22977
11101,55367,22979
11101,55368,22980
11101,55368,22981
11101,55369,22981
4997,55370,22977
4997,55370,22979
1368,55371,22977
1368,55371,22979
12634,55372,22977
12634,55372,22978
12634,55372,22979
9469,55373,22979
5430,55374,22977
5430,55374,22979
5430,55374,22980
11101,55375,22981
11101,55375,22982
11101,55376,22982
5311,55377,22983
2112,55378,22983
1309,55379,22984
1309,55379,22984
8620,55380,22984
9418,55381,22984
9573,55382,22986
13943,55383,22987
13943,55383,22986
13943,55383,22987
398,55384,22985
11701,55385,22985
2227,55386,22985
9451,55387,22986
6911,55388,22986
6911,55388,22987
6911,55388,22988
12573,55389,22986
12573,55389,22987
12573,55389,22988
398,55390,22987
398,55390,22986
398,55390,22987
398,55390,22988
3759,55391,22989
3759,55391,22990
