unit_id,rule_id,reaction_id
11497,62,1
17,63,1
11701,64,1
9531,65,2
12365,66,1
12365,66,1
12365,66,2
577,69,1
577,69,2
577,69,3
12573,70,1
12573,70,3
1351,71,4
1351,71,1
1351,71,2
1351,71,3
1351,71,4
12508,72,1
12508,72,4
12508,72,1
12508,72,2
12508,72,3
12508,72,4
12508,72,5
11701,73,5
8669,74,1
8669,74,4
8669,74,5
8669,74,1
8669,74,2
8669,74,3
8669,74,4
8669,74,5
8669,74,6
6639,76,7
13597,77,7
13597,77,8
11701,78,9
6911,79,9
13597,80,7
13597,80,8
13597,80,9
12867,81,10
12867,81,7
12867,81,8
12867,81,9
12867,81,10
5090,82,9
5090,82,10
5090,82,7
5090,82,8
5090,82,9
5090,82,10
5090,82,11
10719,83,9
10719,83,10
10719,83,7
10719,83,8
10719,83,9
10719,83,10
10719,83,11
10719,83,12
6693,84,13
6693,84,14
11484,85,14
12172,87,13
12172,87,14
10916,88,14
10916,88,13
10916,88,14
10916,88,15
8788,89,14
8788,89,13
8788,89,14
8788,89,15
8788,89,16
8788,90,14
8788,90,13
8788,90,14
8788,90,15
8788,90,16
8788,90,17
6911,91,17
9063,92,14
9063,92,18
9063,92,15
9063,92,18
12073,93,13
12073,93,14
12073,93,15
12073,93,16
12073,93,17
12073,93,18
12073,94,13
12073,94,14
12073,94,15
12073,94,16
12073,94,17
12073,94,18
12073,94,19
12573,95,19
13847,98,20
3905,99,20
3905,99,21
7938,100,20
7938,100,21
7938,100,22
7938,101,20
7938,101,21
7938,101,22
7938,101,23
11701,102,23
1974,104,24
1974,104,24
11219,105,24
11219,105,24
11219,105,25
11219,106,24
11219,106,24
11219,106,25
11219,106,26
3478,107,26
13896,110,27
13933,111,27
11701,113,28
13896,114,28
13933,115,28
13933,117,28
13933,117,29
13942,118,29
13896,119,28
13896,119,29
13896,120,30
13896,121,27
13896,121,30
13933,122,30
13942,123,30
11701,124,30
13933,125,27
13933,125,30
13896,126,30
13896,126,31
13942,127,31
13933,128,30
13933,128,31
2147,130,32
3938,131,32
3938,131,33
2205,132,32
2205,132,33
2205,132,34
12279,133,32
12279,133,33
12279,133,34
12279,133,35
13195,134,32
13195,134,33
13195,134,34
13195,134,35
13195,134,36
10062,135,32
10062,135,33
10062,135,34
10062,135,35
10062,135,36
10062,135,37
10062,136,32
10062,136,33
10062,136,34
10062,136,35
10062,136,36
10062,136,37
10062,136,38
11701,137,38
10062,138,32
10062,138,33
10062,138,34
10062,138,35
10062,138,36
10062,138,37
10062,138,38
10062,138,39
10062,138,40
13115,139,39
11701,140,40
11701,141,41
13115,142,39
13115,142,41
10062,143,32
10062,143,33
10062,143,34
10062,143,35
10062,143,36
10062,143,37
10062,143,38
10062,143,39
10062,143,40
10062,143,41
1767,145,42
9732,146,43
2257,147,42
2257,147,43
825,148,42
825,148,43
825,148,44
10225,152,42
10225,152,43
10225,152,45
9469,153,50
9469,153,50
11581,154,47
6402,156,50
6402,156,50
6402,156,51
7972,157,51
11065,158,42
11065,158,43
11065,158,45
11065,158,46
6911,159,46
13901,160,47
13944,161,48
8961,162,50
8961,162,50
8961,162,51
8961,162,52
8961,162,53
10107,163,43
10107,163,42
10107,163,43
10107,163,45
10107,163,46
10107,163,49
13944,164,48
13944,164,49
7002,165,52
7002,165,53
5108,166,50
5108,166,51
5108,166,50
5108,166,51
10236,167,50
10236,167,50
10236,167,51
10236,167,52
10236,167,53
10236,167,54
13901,168,47
13901,168,55
515,169,52
515,169,53
7751,170,52
7751,170,53
7751,170,54
7751,170,55
7751,170,56
515,171,52
515,171,53
515,171,54
515,171,55
515,171,56
12562,172,57
12562,172,52
12562,172,53
12562,172,54
12562,172,55
12562,172,56
12562,172,57
515,173,52
515,173,53
515,173,54
515,173,55
515,173,56
515,173,57
1010,174,57
1010,174,59
1010,174,52
1010,174,53
1010,174,54
1010,174,55
1010,174,56
1010,174,57
1010,174,59
515,175,52
515,175,53
515,175,54
515,175,55
515,175,56
515,175,57
515,175,59
141,176,52
141,176,53
141,176,54
141,176,55
141,176,56
141,176,57
141,176,58
141,176,59
141,176,60
6911,177,58
6911,178,59
6911,179,57
1010,180,57
1010,180,59
1010,180,52
1010,180,53
1010,180,54
1010,180,55
1010,180,56
1010,180,57
1010,180,58
1010,180,59
1010,180,60
515,181,52
515,181,53
515,181,54
515,181,55
515,181,56
515,181,57
515,181,58
515,181,59
515,181,60
6911,182,60
6689,184,61
11513,185,61
11513,185,78
4460,186,61
4460,186,62
4460,186,78
9992,187,61
9992,187,62
9992,187,63
9992,187,78
13047,188,61
13047,188,62
13047,188,63
13047,188,64
13047,188,78
4848,189,65
4848,189,61
4848,189,62
4848,189,63
4848,189,64
4848,189,65
4848,189,78
5,192,65
5,192,66
5,192,61
5,192,62
5,192,63
5,192,64
5,192,65
5,192,66
5,192,78
13351,193,73
13351,193,73
11685,194,65
11685,194,61
11685,194,62
11685,194,63
11685,194,64
11685,194,65
11685,194,66
11685,194,67
11685,194,78
11701,195,66
11701,195,67
11701,196,67
3421,197,73
6783,198,73
6783,198,74
8213,199,61
8213,199,62
8213,199,63
8213,199,64
8213,199,65
8213,199,66
8213,199,67
8213,199,68
8213,199,78
11701,200,65
11701,200,68
5897,201,73
5897,201,74
5897,201,75
5118,202,61
5118,202,62
5118,202,63
5118,202,64
5118,202,65
5118,202,66
5118,202,67
5118,202,68
5118,202,69
5118,202,78
8163,203,73
8163,203,74
8163,203,75
8163,203,76
5118,204,61
5118,204,62
5118,204,63
5118,204,64
5118,204,65
5118,204,66
5118,204,67
5118,204,68
5118,204,69
5118,204,70
5118,204,78
6911,205,70
480,206,73
480,206,74
480,206,75
480,206,76
480,206,77
5118,207,61
5118,207,62
5118,207,63
5118,207,64
5118,207,65
5118,207,66
5118,207,67
5118,207,68
5118,207,69
5118,207,70
5118,207,71
5118,207,78
9606,208,71
9606,208,73
9606,208,71
9606,208,74
9606,208,75
9606,208,76
9606,208,77
9606,209,71
9606,209,73
9606,209,71
9606,209,72
9606,209,74
9606,209,75
9606,209,76
9606,209,77
6911,210,72
5118,211,61
5118,211,62
5118,211,63
5118,211,64
5118,211,65
5118,211,66
5118,211,67
5118,211,68
5118,211,69
5118,211,70
5118,211,71
5118,211,72
5118,211,78
2657,212,79
7270,213,80
7270,213,79
7270,213,80
6805,214,80
6805,214,79
6805,214,80
6805,214,81
6805,214,82
11701,215,84
6805,216,80
6805,216,79
6805,216,80
6805,216,81
6805,216,82
6805,216,83
6805,216,84
1546,217,80
1546,217,79
1546,217,80
1546,217,81
1546,217,82
463,218,80
463,218,79
463,218,80
463,218,81
463,218,82
463,218,83
463,218,84
463,219,80
463,219,79
463,219,80
463,219,81
463,219,82
463,219,83
463,219,84
463,219,85
1870,221,86
2824,222,86
2824,222,87
11734,223,86
11734,223,87
11734,223,88
11701,224,89
12281,225,86
12281,225,87
12281,225,88
12281,225,89
2232,226,89
2232,226,86
2232,226,87
2232,226,88
2232,226,89
2232,226,90
9469,227,91
1368,228,91
2759,229,91
9874,230,91
11701,231,91
11873,232,91
9264,233,94
9264,233,87
9264,233,90
9264,233,94
13523,234,89
13523,234,86
13523,234,87
13523,234,88
13523,234,89
13523,234,90
13523,234,94
7751,235,91
7751,235,92
10099,236,89
10099,236,86
10099,236,87
10099,236,88
10099,236,89
10099,236,90
10099,236,94
10099,236,95
9264,237,94
9264,237,87
9264,237,90
9264,237,94
9264,237,95
10099,238,89
10099,238,86
10099,238,87
10099,238,88
10099,238,89
10099,238,90
10099,238,93
10099,238,94
10099,238,95
11327,239,91
11327,239,96
11327,239,92
11327,239,96
4365,241,97
4889,242,97
4889,242,98
10060,243,99
4889,244,97
4889,244,98
4889,244,99
5098,245,97
5098,245,98
5098,245,99
5098,245,100
5991,246,101
5991,246,97
5991,246,98
5991,246,99
5991,246,100
5991,246,101
11701,247,101
1594,248,101
1594,248,97
1594,248,98
1594,248,99
1594,248,100
1594,248,101
1594,248,102
2759,249,99
2759,249,103
13294,250,101
13294,250,104
13294,250,97
13294,250,98
13294,250,99
13294,250,100
13294,250,101
13294,250,102
13294,250,104
8094,252,105
10256,253,105
10256,254,106
10256,255,105
10256,255,106
10256,256,105
10256,256,106
10256,256,107
10256,257,106
10256,257,107
11390,258,106
11390,258,105
11390,258,106
11390,258,107
11390,258,108
11701,259,108
11390,260,106
11390,260,105
11390,260,106
11390,260,107
11390,260,108
11390,260,109
11676,261,108
11676,261,109
1866,262,108
1866,262,109
1866,262,110
8104,263,108
8104,263,109
8104,263,110
8094,264,108
8094,264,109
8094,264,110
8094,264,111
12410,265,106
12410,265,108
12410,265,107
12410,265,108
12410,265,109
12410,265,110
12410,265,111
12410,265,112
8250,266,105
8250,266,106
8250,266,107
8250,266,108
8250,266,109
12410,267,108
12410,267,105
12410,267,106
12410,267,107
12410,267,108
12410,267,109
12410,267,110
12410,267,111
12410,267,112
8250,268,106
8250,268,107
8250,268,108
8250,268,109
12641,269,108
12641,269,113
12641,269,105
12641,269,106
12641,269,107
12641,269,108
12641,269,109
12641,269,110
12641,269,111
12641,269,112
12641,269,113
13582,270,106
13582,270,113
13582,270,107
13582,270,108
13582,270,109
13582,270,113
12641,271,106
12641,271,108
12641,271,113
12641,271,107
12641,271,108
12641,271,109
12641,271,110
12641,271,111
12641,271,112
12641,271,113
13582,272,113
13582,272,105
13582,272,106
13582,272,107
13582,272,108
13582,272,109
13582,272,113
11701,273,113
11701,273,114
11808,274,106
11808,274,107
11808,274,108
11808,274,109
11808,274,113
11808,274,114
11060,275,108
11060,275,105
11060,275,106
11060,275,107
11060,275,108
11060,275,109
11060,275,110
11060,275,111
11060,275,112
11060,275,113
11060,275,114
11808,276,105
11808,276,106
11808,276,107
11808,276,108
11808,276,109
11808,276,113
11808,276,114
11060,277,106
11060,277,108
11060,277,107
11060,277,108
11060,277,109
11060,277,110
11060,277,111
11060,277,112
11060,277,113
11060,277,114
12573,278,115
1477,279,108
1477,279,113
1477,279,105
1477,279,106
1477,279,107
1477,279,108
1477,279,109
1477,279,110
1477,279,111
1477,279,112
1477,279,113
1477,279,114
1477,279,115
6115,280,113
6115,280,105
6115,280,106
6115,280,107
6115,280,108
6115,280,109
6115,280,113
6115,280,114
6115,280,115
6115,281,106
6115,281,113
6115,281,107
6115,281,108
6115,281,109
6115,281,113
6115,281,114
6115,281,116
12573,282,116
1477,283,106
1477,283,108
1477,283,113
1477,283,107
1477,283,108
1477,283,109
1477,283,110
1477,283,111
1477,283,112
1477,283,113
1477,283,114
1477,283,116
699,284,108
699,284,113
699,284,117
699,284,105
699,284,106
699,284,107
699,284,108
699,284,109
699,284,110
699,284,111
699,284,112
699,284,113
699,284,114
699,284,115
699,284,117
3801,285,113
3801,285,117
3801,285,105
3801,285,106
3801,285,107
3801,285,108
3801,285,109
3801,285,113
3801,285,114
3801,285,115
3801,285,117
699,286,106
699,286,108
699,286,113
699,286,118
699,286,107
699,286,108
699,286,109
699,286,110
699,286,111
699,286,112
699,286,113
699,286,114
699,286,116
699,286,118
3801,287,106
3801,287,113
3801,287,118
3801,287,107
3801,287,108
3801,287,109
3801,287,113
3801,287,114
3801,287,116
3801,287,118
11873,291,119
1368,292,119
13943,293,119
1368,295,119
1368,295,120
7793,296,120
7793,296,120
12184,297,120
12184,297,119
12184,297,120
13986,298,120
13986,298,119
13986,298,120
11873,299,119
11873,299,121
11701,300,119
11701,300,120
7849,301,120
7849,301,119
7849,301,120
13994,302,120
13994,302,119
13994,302,120
2812,303,120
2812,303,122
2812,303,119
2812,303,120
2812,303,121
2812,303,122
2812,304,120
2812,304,122
2812,304,119
2812,304,120
2812,304,121
2812,304,122
2812,304,123
11122,305,123
12265,306,124
2812,307,120
2812,307,122
2812,307,119
2812,307,120
2812,307,121
2812,307,122
2812,307,123
2812,307,124
5073,308,124
5073,308,125
5073,308,125
13943,309,124
6911,310,125
8874,311,124
8874,311,125
8874,311,126
8874,311,125
8874,311,126
13898,312,127
12184,313,123
1368,314,123
1368,314,127
1368,315,123
7793,316,123
7793,316,128
7793,316,127
7793,316,128
9618,317,123
9618,317,127
9618,317,128
9618,317,127
9618,317,128
9618,317,129
6911,318,130
9618,319,123
9618,319,127
9618,319,128
9618,319,127
9618,319,128
9618,319,129
9618,319,130
1870,320,131
2905,321,131
2905,321,132
9544,322,131
9544,322,132
9544,322,133
11701,323,134
2905,324,131
2905,324,132
2905,324,133
2905,324,134
6911,325,135
2905,326,131
2905,326,132
2905,326,133
2905,326,134
2905,326,135
8861,327,131
8861,327,132
8861,327,133
8861,327,134
8861,327,135
8861,327,136
12573,328,137
8861,329,131
8861,329,132
8861,329,133
8861,329,134
8861,329,135
8861,329,136
8861,329,137
8861,329,138
11696,330,131
11696,330,132
11696,330,133
11696,330,134
11696,330,135
11696,330,136
11696,330,137
11696,330,138
7270,331,139
7270,331,139
1546,332,139
1546,332,139
1546,332,140
3796,333,139
3796,333,139
3796,333,140
3796,333,141
11646,334,139
11646,334,139
11646,334,140
11646,334,141
11646,334,142
11701,335,143
11701,336,139
6329,337,139
6329,337,139
6329,337,140
6329,337,141
6329,337,142
6329,337,143
9732,338,144
4989,339,144
485,341,144
485,341,144
485,341,145
485,342,144
485,342,144
485,342,145
485,342,146
8094,343,146
485,347,144
485,347,144
485,347,145
485,347,146
485,347,147
4099,348,146
4099,348,147
9161,349,151
9732,350,144
9732,350,145
4924,351,147
4924,351,144
4924,351,145
4924,351,146
4924,351,147
4924,351,148
9161,352,151
9161,352,152
11697,353,152
1899,354,147
1899,354,144
1899,354,145
1899,354,146
1899,354,147
1899,354,148
1899,354,149
11701,355,149
86,356,152
86,356,153
7066,357,151
7066,357,152
7066,357,153
485,358,144
485,358,144
485,358,145
485,358,146
485,358,147
485,358,148
485,358,149
852,359,147
852,359,149
852,359,150
852,359,149
852,359,150
6911,360,154
13986,361,154
1368,362,154
1368,362,151
1368,362,153
1368,362,154
12616,363,152
12616,363,151
12616,363,152
12616,363,153
12616,363,154
9732,364,152
9732,364,153
7849,365,154
13994,366,154
7066,367,151
7066,367,152
7066,367,153
7066,367,154
7300,368,147
7300,368,150
7300,368,144
7300,368,145
7300,368,146
7300,368,147
7300,368,148
7300,368,149
7300,368,150
7300,368,155
948,369,144
948,369,154
948,369,145
948,369,155
11701,370,149
11701,370,150
11701,370,155
9469,373,156
9469,373,156
6373,374,157
2759,375,156
2759,375,157
2759,376,156
2759,376,157
2759,376,158
6826,377,158
3885,378,158
3885,378,156
3885,378,157
3885,378,158
3885,378,159
9732,379,159
6373,380,157
6373,380,160
9165,381,160
6104,382,159
6104,382,161
6104,382,161
11389,384,162
8094,385,162
12807,386,162
11389,387,162
11389,387,163
4099,388,162
4099,388,163
12807,389,162
12807,389,163
3641,391,163
3641,391,164
3641,391,164
13934,392,162
13943,393,163
13943,393,162
13943,393,163
13943,393,164
13947,394,163
13947,394,164
13947,394,164
8094,395,168
6287,396,168
442,397,163
442,397,164
442,397,162
442,397,163
442,397,164
442,397,165
107,398,169
107,398,168
107,398,169
3943,399,163
3943,399,164
3943,399,162
3943,399,163
3943,399,164
3943,399,165
3943,399,166
10918,400,169
11973,401,170
11973,401,168
11973,401,169
11973,401,170
7864,402,163
7864,402,164
7864,402,167
7864,402,162
7864,402,163
7864,402,164
7864,402,165
7864,402,166
7864,402,167
9875,403,168
13903,404,169
13903,404,168
13903,404,169
13934,405,170
13934,405,168
13934,405,169
13934,405,170
13934,405,171
9196,406,163
9196,406,164
9196,406,167
9196,406,162
9196,406,163
9196,406,164
9196,406,165
9196,406,166
9196,406,167
9196,406,172
6668,407,170
6668,407,168
6668,407,169
6668,407,170
6668,407,171
6668,407,172
4518,409,173
6911,410,174
9017,411,174
9017,411,173
9017,411,174
7756,412,174
7756,412,175
7756,412,173
7756,412,174
7756,412,175
11293,414,176
2279,415,176
2279,415,177
6228,416,176
6228,416,177
6228,416,178
12404,417,176
12404,417,177
12404,417,178
12404,417,179
12119,418,176
12119,418,177
12119,418,178
12119,418,179
12119,418,180
5484,419,176
5484,419,177
5484,419,178
5484,419,179
5484,419,180
5484,419,181
13501,420,176
13501,420,177
13501,420,178
13501,420,179
13501,420,180
13501,420,181
13501,420,182
7856,421,176
7856,421,177
7856,421,178
7856,421,179
7856,421,180
7856,421,181
7856,421,182
7856,421,183
9161,423,184
6607,424,185
6607,424,184
6607,424,185
2646,425,186
6607,426,185
6607,426,184
6607,426,185
6607,426,186
5451,427,185
5451,427,187
5451,427,184
5451,427,185
5451,427,186
5451,427,187
11701,428,188
3188,429,187
3188,429,188
6607,430,185
6607,430,184
6607,430,185
6607,430,186
6607,430,187
1358,431,185
1358,431,187
1358,431,188
1358,431,187
1358,431,188
1358,431,189
7066,432,184
7066,432,185
7066,432,186
1358,433,185
1358,433,187
1358,433,188
1358,433,187
1358,433,188
1358,433,189
1358,433,190
12891,434,190
12891,435,190
12891,435,191
8410,436,191
7751,437,192
8410,438,191
8410,438,192
11327,439,192
11327,439,193
11327,439,193
11377,440,191
11377,440,192
10244,441,194
8094,442,194
7165,443,194
7165,443,195
12790,444,194
12790,444,195
12790,444,196
2721,445,197
2721,445,194
2721,445,195
2721,445,196
2721,445,197
536,446,197
536,446,194
536,446,195
536,446,196
536,446,197
10422,447,197
10422,447,198
12702,448,197
12702,448,194
12702,448,195
12702,448,196
12702,448,197
12702,448,198
12702,448,199
10393,449,197
10393,449,194
10393,449,195
10393,449,196
10393,449,197
10393,449,198
10393,449,199
10393,449,200
13351,450,202
13351,450,202
3421,451,202
10236,452,202
10236,452,203
10236,452,204
10236,452,206
6783,453,202
6783,453,203
6783,453,205
11701,454,197
11701,454,201
11667,455,197
11667,455,201
11667,455,194
11667,455,195
11667,455,196
11667,455,197
11667,455,198
11667,455,199
11667,455,200
11667,455,201
10091,456,203
10091,456,204
10091,456,205
10091,456,206
11667,457,197
11667,457,201
11667,457,194
11667,457,195
11667,457,196
11667,457,197
11667,457,198
11667,457,199
11667,457,200
11667,457,201
11667,457,206
10715,458,207
10715,458,207
9165,459,207
2657,460,207
2657,460,208
1546,461,209
1546,461,207
1546,461,208
1546,461,209
7408,462,209
7408,462,207
7408,462,208
7408,462,209
7408,462,210
11701,463,211
5332,464,207
5332,464,208
5332,464,209
5332,464,210
5332,464,211
3505,465,209
3505,465,210
3505,465,211
3505,466,209
3505,466,210
3505,466,211
3505,466,212
3411,467,207
3411,467,208
3411,467,209
3411,467,210
3411,467,211
3411,467,212
11701,468,212
5332,469,209
5332,469,208
5332,469,209
5332,469,210
5332,469,211
5332,469,212
1474,470,207
1474,470,208
1474,470,209
1474,470,210
1474,470,211
1474,470,212
6911,471,213
3411,472,207
3411,472,208
3411,472,209
3411,472,210
3411,472,211
3411,472,212
3411,472,213
5332,473,209
5332,473,208
5332,473,209
5332,473,210
5332,473,211
5332,473,212
5332,473,213
13769,474,212
13769,474,214
13769,474,214
532,475,212
532,475,207
532,475,208
532,475,209
532,475,210
532,475,211
532,475,212
532,475,213
532,475,214
6911,476,214
13657,477,212
13657,477,207
13657,477,208
13657,477,209
13657,477,210
13657,477,211
13657,477,212
13657,477,214
4245,479,215
12676,480,215
12676,480,216
10378,481,215
10378,481,216
10378,481,217
2275,482,218
2275,482,215
2275,482,216
2275,482,217
2275,482,218
8222,483,218
8222,483,215
8222,483,216
8222,483,217
8222,483,218
8222,483,219
11701,484,218
11701,484,220
12015,485,215
12015,485,216
12015,485,217
12015,485,218
12015,485,219
12015,485,220
2036,486,218
2036,486,221
2036,486,215
2036,486,216
2036,486,217
2036,486,218
2036,486,219
2036,486,220
2036,486,221
6911,487,215
7751,488,222
6911,489,221
330,490,215
330,490,216
330,490,217
330,490,218
330,490,219
330,490,220
330,490,221
330,490,222
7429,491,222
7429,491,223
7429,491,223
13691,492,224
13691,492,215
13691,492,216
13691,492,217
13691,492,218
13691,492,219
13691,492,220
13691,492,221
13691,492,222
13691,492,224
13769,493,225
10627,494,218
10627,494,221
10627,494,224
10627,494,215
10627,494,216
10627,494,217
10627,494,218
10627,494,219
10627,494,220
10627,494,221
10627,494,222
10627,494,224
10627,494,225
8094,495,226
12573,496,226
4404,497,227
4404,497,226
4404,497,227
6911,498,228
6952,499,227
6952,499,228
6952,499,226
6952,499,227
6952,499,228
2096,500,227
2096,500,228
2096,500,229
2096,500,226
2096,500,227
2096,500,228
2096,500,229
10918,501,228
10918,501,229
7575,504,227
7575,504,228
7575,504,229
7575,504,226
7575,504,227
7575,504,228
7575,504,229
7575,504,230
7601,505,228
7601,505,229
7601,505,229
7601,505,230
9732,506,230
11251,510,231
6761,511,231
13900,512,232
8094,513,232
8104,514,232
11241,515,232
11241,515,233
11241,515,233
6911,516,234
1531,517,232
1531,517,233
1531,517,233
1531,517,234
13617,518,234
2317,519,235
12051,520,232
12051,520,233
12051,520,234
12051,520,233
12051,520,234
12051,520,235
6911,521,235
11772,522,236
4543,523,232
4543,523,233
4543,523,234
4543,523,234
9573,524,232
9573,524,233
9573,524,233
8094,525,235
13943,526,234
13943,526,235
13943,526,235
13943,526,236
9732,527,236
9732,527,237
3642,528,234
3642,528,235
3642,528,235
3642,528,236
3642,528,237
13021,529,232
13021,529,233
13021,529,234
13021,529,235
13021,529,238
13021,529,233
13021,529,234
13021,529,235
13021,529,236
13021,529,237
13021,529,238
6911,530,238
11367,536,239
1368,537,241
9469,538,241
9358,542,241
9358,542,242
9170,544,239
9170,544,240
4077,545,243
4077,545,242
4077,545,243
4077,545,244
11581,546,241
11581,546,242
13901,547,243
13901,547,244
174,548,239
174,548,240
9732,549,242
7798,550,241
7798,550,242
13901,551,245
3175,553,246
8094,554,246
12568,555,247
12568,555,246
12568,555,247
12568,556,247
12568,556,248
12568,556,246
12568,556,247
12568,556,248
8094,558,253
12694,559,253
4782,560,247
4782,560,248
4782,560,247
4782,560,249
4782,563,247
4782,563,248
4782,563,247
4782,563,249
4782,563,250
10060,564,250
11701,565,254
8803,566,254
4543,567,254
4543,567,253
4543,567,254
13918,568,253
13558,569,251
13558,569,250
13558,569,251
11701,570,251
8803,571,254
8803,571,255
8094,572,255
9732,573,252
11701,574,251
11701,574,252
12616,575,251
12616,575,250
12616,575,251
12616,575,252
9732,576,256
12917,577,254
12917,577,253
12917,577,254
12917,577,255
12917,577,256
8447,578,253
8447,578,254
9355,579,251
9355,579,252
9355,579,254
9355,579,250
9355,579,251
9355,579,252
9355,579,255
9355,579,256
9355,579,257
6411,580,258
6411,580,258
10256,581,258
8294,582,258
8294,582,258
8294,582,259
2659,583,260
2659,583,260
1309,584,260
1309,584,260
6167,585,266
6167,585,266
11701,586,266
2659,587,260
2659,587,260
2659,587,261
1172,588,266
1172,588,266
1172,588,267
11701,589,262
2659,590,260
2659,590,260
2659,590,261
2659,590,262
11701,591,268
13406,592,266
13406,592,266
13406,592,267
13406,592,268
2659,593,260
2659,593,260
2659,593,261
2659,593,262
2659,593,263
6911,594,263
11701,595,266
11701,595,268
11701,595,269
11400,596,266
11400,596,267
11400,596,268
11400,596,269
6911,597,269
4377,599,260
4377,599,262
4377,599,263
4377,599,260
4377,599,261
4377,599,262
4377,599,263
4377,599,264
10216,600,269
10216,600,270
10216,600,270
13406,601,266
13406,601,266
13406,601,267
13406,601,268
13406,601,269
13406,601,270
11701,602,268
11701,602,269
11701,602,270
13456,603,266
13456,603,269
13456,603,266
13456,603,267
13456,603,268
13456,603,269
13456,603,270
11701,604,270
4377,605,260
4377,605,262
4377,605,263
4377,605,260
4377,605,261
4377,605,262
4377,605,263
4377,605,264
4377,605,265
8094,606,265
9732,607,271
6196,608,266
6196,608,269
6196,608,270
6196,608,266
6196,608,267
6196,608,268
6196,608,269
6196,608,270
6196,608,271
9277,609,266
9277,609,269
9277,609,270
9277,609,271
9277,609,266
9277,609,267
9277,609,268
9277,609,269
9277,609,270
9277,609,271
9277,609,272
4377,610,260
4377,610,262
4377,610,263
4377,610,260
4377,610,261
4377,610,262
4377,610,263
4377,610,264
4377,610,265
4377,610,272
4377,611,260
4377,611,262
4377,611,263
4377,611,260
4377,611,261
4377,611,262
4377,611,263
4377,611,264
4377,611,265
4377,611,272
4377,611,273
11701,612,266
11701,612,268
11701,612,269
11701,612,270
11701,612,271
11701,612,273
13373,613,269
13373,613,270
13373,613,266
13373,613,267
13373,613,268
13373,613,269
13373,613,270
13373,613,271
13373,613,272
13373,613,273
3646,615,274
9732,616,274
9469,617,275
6373,618,275
2759,619,275
3646,620,274
3646,620,275
9469,621,275
9469,621,274
9469,621,275
4670,622,274
4670,623,274
4670,623,276
6481,624,276
6481,624,289
8093,625,274
8093,625,276
8093,625,277
8093,625,289
1923,631,274
1923,631,278
8992,632,274
8992,632,278
8992,632,279
2365,633,274
2365,633,278
2365,633,279
2365,633,280
9732,634,282
6550,635,274
6550,635,278
6550,635,279
6550,635,280
6550,635,281
6550,635,282
6550,636,274
6550,636,278
6550,636,279
6550,636,280
6550,636,281
6550,636,282
6550,636,283
6911,637,283
6911,638,284
6550,639,274
6550,639,278
6550,639,279
6550,639,280
6550,639,281
6550,639,282
6550,639,283
6550,639,284
6911,640,285
4971,641,274
4971,641,284
4971,641,278
4971,641,279
4971,641,280
4971,641,281
4971,641,282
4971,641,283
4971,641,284
4971,641,285
10918,642,284
10918,642,285
10918,642,285
11701,643,286
4971,644,274
4971,644,284
4971,644,278
4971,644,279
4971,644,280
4971,644,281
4971,644,282
4971,644,283
4971,644,284
4971,644,285
4971,644,286
9732,645,287
13461,646,287
4085,647,274
4085,647,282
4085,647,284
4085,647,278
4085,647,279
4085,647,280
4085,647,281
4085,647,282
4085,647,283
4085,647,284
4085,647,285
4085,647,286
4085,647,287
3977,648,287
3977,648,288
3977,648,288
2487,649,289
8094,650,289
2487,651,289
2487,651,290
8093,652,274
8093,652,276
8093,652,277
8334,653,274
8334,653,282
8334,653,283
8334,653,284
8334,653,285
8334,653,286
8334,653,278
8334,653,279
8334,653,280
8334,653,281
8334,653,282
8334,653,283
8334,653,284
8334,653,285
8334,653,286
8334,653,287
8334,653,290
5647,654,291
5647,654,292
5647,654,294
6606,655,291
6606,655,292
6606,655,294
6606,655,295
7315,656,296
7315,656,291
7315,656,292
7315,656,294
7315,656,295
7315,656,296
12102,657,296
12102,657,291
12102,657,292
12102,657,294
12102,657,295
12102,657,296
12102,657,297
6875,658,291
12771,659,291
12771,659,292
12771,659,294
12771,659,295
12771,659,296
12771,659,297
12771,659,298
11701,660,296
11701,660,298
6911,661,298
3423,662,291
3423,662,292
3423,662,294
12771,663,291
12771,663,292
12771,663,294
12771,663,295
12771,663,296
12771,663,297
12771,663,298
12771,663,299
12271,664,299
231,665,291
231,665,292
231,665,293
231,665,294
8591,666,296
8591,666,291
8591,666,292
8591,666,294
8591,666,295
8591,666,296
8591,666,297
8591,666,298
8591,666,299
8591,666,300
1368,671,301
12956,672,301
725,673,301
10995,674,302
10995,674,301
10995,674,302
9573,675,301
9573,675,302
9573,676,301
9573,676,302
9573,676,303
1213,677,302
7793,679,303
7793,679,301
7793,679,302
7793,679,303
7793,680,303
7793,680,301
7793,680,302
7793,680,303
7793,680,304
5834,681,301
5834,681,302
5834,681,303
5834,681,304
5834,681,305
9573,682,301
9573,682,302
12184,683,303
12184,683,302
12184,683,303
12184,683,305
13986,684,303
13986,684,302
13986,684,303
13986,684,305
13986,684,306
13942,685,301
13942,685,302
13942,685,303
13942,685,304
13942,685,305
13942,685,306
11304,686,303
11304,686,307
11304,686,301
11304,686,302
11304,686,303
11304,686,304
11304,686,305
11304,686,306
11304,686,307
2788,688,308
5616,689,308
5616,689,309
10368,690,308
10368,690,309
10368,690,310
11484,694,311
10368,695,308
10368,695,309
10368,695,310
10368,695,311
5596,697,312
8094,698,312
4443,699,312
4443,699,313
10729,700,312
10729,700,313
6221,701,313
6221,701,312
6221,701,313
