smarts_hash_id,unit_id,unit
2552c1d2,1,P.M00763.3
f12f0601,1,P.M00763.3
d93c57d1,2,P.3187.15
636783ae,3,P.2076.6
ccb2446f,4,S.659046.2
ce24eb6a,4,S.659046.2
c6d5bb69,5,S.1027.9
c05d01d0,5,S.1027.9
1d5a3113,6,P.2187.16
84fd0222,7,P.2407.6
72f77d94,8,P.3082.75
84180e08,9,P.2461.8
b8bd44ba,9,P.2461.8
7611c77c,10,P.3170.69
a3438540,10,P.3170.69
10e11201,11,S.666.1
71c1cc0e,12,L-digitoxose
582b50e8,12,L-digitoxose
db6cfca8,13,P.2654.9
f17d5989,13,P.2654.9
d70be3ef,14,P.M00608.19
3367503b,15,Mal-DH-cMT-DS
2eedc623,16,P.M00777.2
f822ce11,16,P.M00777.2
b86840b9,17,cid_5282713
b4c151b9,18,D-digitoxose
621189ae,18,D-digitoxose
bf84d5e0,19,P.2336.297
a8ca75f2,20,P.2336.199
5b25ef3a,21,P.123.39
36a44734,21,P.123.39
a1ca3ec6,22,3-N-acetyl-D-ravidosamine
ad270d50,22,3-N-acetyl-D-ravidosamine
8d055358,23,P.2985.51
f2acb8e9,23,P.2985.51
52dfd6e6,23,P.2985.51
788e1e98,24,P.M00911.13
e5e3f457,24,P.M00911.13
492c1c7e,24,P.M00911.13
fbc774fa,25,P.2316.16
4ed4af05,26,P.640.4
610ddb55,26,P.640.4
7304dc25,27,P.920.5
b12e4387,28,P.2829.23
b3c18f43,29,cid_5282842
300e07a5,30,C6:0-OMe(3)
e952f8e7,31,P.M00894.7
0aeb419c,31,P.M00894.7
1d380761,31,P.M00894.7
61449aec,32,P.1097.3
eb06eec1,33,P.886.5
d0234b4c,33,P.886.5
3992cea4,33,P.886.5
3910b47d,34,S.771.4
7da11207,34,S.771.4
6e4fa95b,35,S.659096.51
8e1254ab,36,S.864.1
6efa39f2,36,S.864.1
d10634da,36,S.864.1
0ea10211,37,P.2316.19
86093e6e,37,P.2316.19
d3ae34da,38,P.1187.11
868084ae,39,P.387.11
1fe0dd46,39,P.387.11
8dd25d06,40,S.659091_E.8
e6c0f689,41,P.1123.28
0bb4d81b,42,cid_9548876
d23fbb63,43,Me
cd26b223,43,Me
c406dc67,43,Me
11d6fc37,44,P.3061.224
bd7b96b9,44,P.3061.224
a2480fcf,45,S.1539.16
efc93085,46,P.1664.3
c40c5001,46,P.1664.3
3dcd59e8,47,P.205.22
8aad810b,48,P.1273.15
af203aa0,48,P.1273.15
65fc892e,49,P.787.1
565334dc,49,P.787.1
0bb3ce73,49,P.787.1
76c3e29b,50,S.659084.40
e881da6c,51,P.3066.31
fd13e630,52,S.926.40
a4f5863a,52,S.926.40
27a7c3c2,52,S.926.40
3a6c670d,52,S.926.40
856949a6,53,P.M00540.3
8333e17f,53,P.M00540.3
a29ded57,54,P.3068.5
83b76184,55,P.M00911.6
e5ae707c,56,P.1605.5
e60e7534,57,P.225.11
5349f917,58,S.962.30
9b6b3ae8,58,S.962.30
705a7576,59,P.2830.7
2cffd073,59,P.2830.7
7f63177a,60,S.659087.24
482d1ae3,61,P.3059.54
b6294839,62,3_OH_TDC
ea7e788c,62,3_OH_TDC
d93d1a48,63,P.2136.27
d5de94be,64,P.2917.53
c29b9191,65,P.M00060.25
30bc31a7,65,P.M00060.25
853adeb2,66,P.1655.30
d20b7cd7,66,P.1655.30
46e12aa4,67,P.1479.2
944a6e0f,67,P.1479.2
a06926f3,67,P.1479.2
4b62e6ce,68,P.87.19
8c7370d4,69,P.300.8
083e7d96,69,P.300.8
38a43b75,70,P.2336.94
a7521c93,71,P.2336.241
575888d2,72,2-deoxy-L-fucose
3e875b75,73,P.742.4
a2c7eec4,74,C18:1(9)-OH(3)
8893d2fc,75,P.541.5
61fa7d01,76,P.3086.51
2ef0b1df,76,P.3086.51
92d67174,76,P.3086.51
417a59b1,76,P.3086.51
a571e7ae,77,cid_5280411
e738b6a7,78,cid_5280711
57240a15,79,P.2790.29
3cf8c3fa,80,cid_5282965
e7eaeada,81,P.315.17
26d0155b,82,P.65.14
42301330,83,P.M00569.13
bfa15c3a,84,P.3042.102
c8869baf,85,P.1320.5
8f18dcfc,86,carbamoyl
c473c8e7,86,carbamoyl
cfd243f1,86,carbamoyl
bc0eb55e,87,P.M00104.47
2d254128,87,P.M00104.47
53783c3f,88,P.3177.10
f88087d0,88,P.3177.10
6cc531c6,89,P.168.13
c331b2a1,90,P.2994.20
4f4a63f5,90,P.2994.20
d390ad77,91,2-GAHG
3660a81d,91,2-GAHG
662c56e3,91,2-GAHG
0832f787,91,2-GAHG
18cc5105,91,2-GAHG
962e8cc4,91,2-GAHG
5caa9b46,91,2-GAHG
26fa8673,91,2-GAHG
6d5ba636,91,2-GAHG
7e546df0,91,2-GAHG
4ff1eb12,91,2-GAHG
15f892ef,91,2-GAHG
c20bddaa,91,2-GAHG
aabc9559,91,2-GAHG
8475d9b9,91,2-GAHG
ec5eac0c,91,2-GAHG
123dd6a8,91,2-GAHG
ca6b8998,91,2-GAHG
f889a05a,91,2-GAHG
08facd49,91,2-GAHG
1fcb9d90,91,2-GAHG
bf795d61,91,2-GAHG
eaad088d,91,2-GAHG
554a1fd0,91,2-GAHG
d5d058aa,91,2-GAHG
b980c4ef,91,2-GAHG
3b0733e7,91,2-GAHG
ee2ca8b8,91,2-GAHG
54099208,91,2-GAHG
be3f0821,91,2-GAHG
b20d8276,91,2-GAHG
8bd78a73,91,2-GAHG
161de750,91,2-GAHG
f78077f3,91,2-GAHG
dc53fd1e,91,2-GAHG
e3c15257,91,2-GAHG
da0ee37c,91,2-GAHG
ad9d16b3,91,2-GAHG
b8b08c76,91,2-GAHG
03d63b23,91,2-GAHG
9b36cc9f,91,2-GAHG
b3f52d59,91,2-GAHG
0294fa36,91,2-GAHG
4925ccd5,91,2-GAHG
17f28ff7,91,2-GAHG
cdb8f82f,91,2-GAHG
5f2aeda9,91,2-GAHG
b022616d,91,2-GAHG
48b85efc,91,2-GAHG
4cfc53a3,91,2-GAHG
90d891ed,91,2-GAHG
8a833dcf,91,2-GAHG
949fb9d4,91,2-GAHG
ce931680,91,2-GAHG
6a75bacd,91,2-GAHG
4bb28ee6,91,2-GAHG
37ab1402,91,2-GAHG
9b10710e,91,2-GAHG
c91da3b0,92,P.779.1
aa03e5e2,93,S.991.60
356eeec7,93,S.991.60
efe91953,94,P.M00915.3
fd787a21,95,P.3134.8
30a6d8f1,96,S.1245.3
44ad583b,97,P.2397.8
35a8b2f7,98,P.727.2
2d8657fa,99,P.1218.15
4f3ca61d,100,P.M00878.1
514bad77,100,P.M00878.1
eac1f16f,101,P.893.3
6cba84ce,101,P.893.3
cd31609b,102,P.710.17
b74c0c46,103,P.M00914.23
a56001dd,104,P.825.4
6b60e083,105,P.M00845.22
ed16371f,106,cid_443528
7c55332c,107,cid_454064
e3780ebc,108,P.2917.138
f93806cb,108,P.2917.138
176063dc,109,S.964.1
c70b5d8b,110,P.M00432.12
68392e9c,111,P.1220.1
6c5a6c75,112,P.875.16
c7df9293,112,P.875.16
08192493,113,S.1871.34
128ac5e4,114,P.M00785.18
781a8e7b,115,P.M00131.2
4f7cdddc,116,P.3166.19
b01b1bcc,117,P.3068.32
74e7825b,117,P.3068.32
13d902ce,118,P.862.5
974a6e6a,119,P.1547.2
6dfd44dc,119,P.1547.2
8a80f999,120,P.1752.8
c8ed2c93,120,P.1752.8
a2ec4ac6,121,P.1711.4
4936f032,121,P.1711.4
c7561c0c,122,P.515.22
2f4bf081,123,P.1839.4
675e4626,123,P.1839.4
d806ece3,123,P.1839.4
b8ba07fd,124,OMeTyr
9f2a01e1,124,OMeTyr
a6d57638,124,OMeTyr
8fccd765,124,OMeTyr
cafd7eba,124,OMeTyr
f2e565cc,124,OMeTyr
d41790b0,124,OMeTyr
a5e9f96b,124,OMeTyr
fd6f0718,124,OMeTyr
078181ad,124,OMeTyr
857803c4,124,OMeTyr
d9fd5ff4,124,OMeTyr
88f89a25,124,OMeTyr
5c067202,124,OMeTyr
b4361870,124,OMeTyr
f24012a8,124,OMeTyr
3ac71e5a,124,OMeTyr
977b1560,124,OMeTyr
733cf8b2,124,OMeTyr
06e9fdf1,124,OMeTyr
d2356359,124,OMeTyr
1a4179eb,124,OMeTyr
3b5856dd,124,OMeTyr
388d195f,124,OMeTyr
6651bc3b,124,OMeTyr
8e3fd512,124,OMeTyr
43d819e3,124,OMeTyr
658949be,124,OMeTyr
8ef55e43,124,OMeTyr
f9ec2bfc,124,OMeTyr
5922f0b6,124,OMeTyr
17c859de,124,OMeTyr
04130986,124,OMeTyr
67c2126c,124,OMeTyr
5e09c87b,125,P.2820.9
f7283b1d,126,P.1222.3
d5389cb2,127,P.587.6
f48de709,127,P.587.6
2cec417a,127,P.587.6
7f319bb5,128,P.875.18
720afcad,128,P.875.18
2740cd21,129,P.1995.6
82879630,129,P.1995.6
d4fc97e2,130,P.2693.4
ee106fb6,131,P.2119.5
e1f22f9d,132,P.2928.38
462bb550,133,P.2891.4
ef3f0a8f,134,P.2716.2
2cbe9733,135,P.1764.4
facb4404,136,S.659151_B.51
cc66f19c,136,S.659151_B.51
cbe12b96,136,S.659151_B.51
7d452b6d,137,S.659044_B.12
47d05234,137,S.659044_B.12
fcc71efc,138,S.921.24
75a2fe4b,138,S.921.24
50323ff8,139,S.659147.65
c84edafb,139,S.659147.65
7de728e0,139,S.659147.65
5f976c6d,140,P.2156.2
9545243e,141,S.1019.58
292850f3,142,P.2584.19
343e4d85,143,Mal-ER-cMT
db4f3318,144,P.3230.5
aade6d5b,145,P.M00039.45
196a3417,146,P.1330.75
535dcf93,147,S.1921.13
353c27c3,148,P.73.8
bc2eaee2,149,S.659061.87
c9fc6d0c,150,P.2076.2
209e4fae,150,P.2076.2
b77048d0,151,P.2917.99
b8fd9f83,152,Mal-KR-DS
2643b2ac,153,P.3040.50
3b1d3160,154,P.1217.80
9b873441,154,P.1217.80
440e0352,154,P.1217.80
4f983550,154,P.1217.80
3a230713,154,P.1217.80
1dd16fe4,155,P.2336.266
2b7c1be1,156,P.1574.4
0bf1fdb6,157,S.634.5
1547de5d,158,P.86.3
f7b49e52,159,P.3098.7
cb6f8147,159,P.3098.7
ac1b67b6,159,P.3098.7
d86b749b,160,P.627.9
c5ba971a,161,P.950.1
34d95bcb,162,P.1330.80
024abc8f,163,P.2725.26
5b1e96a8,163,P.2725.26
b4b296ee,164,S.659150_E.3
fa6b1b1f,165,Mal-MT-KR-OMT-TE
41ed23ed,165,Mal-MT-KR-OMT-TE
91302287,166,S.659142.36
d9ff1bb4,166,S.659142.36
6631ece9,167,P.2399.9
f5fe7b90,167,P.2399.9
961a96c6,167,P.2399.9
208922d9,167,P.2399.9
4b3d0815,168,S.1372.32
19822d17,168,S.1372.32
c11cf0ec,168,S.1372.32
fba61e8e,168,S.1372.32
343a60e7,169,P.M00622.4
293443a6,169,P.M00622.4
f00a6e10,170,P.3050.149
00bf67e6,170,P.3050.149
e450e9ec,171,P.1718.6
938902ca,171,P.1718.6
26f28f0a,172,P.1937.1
4fb1e8f9,173,S.1294.62
b95c2505,174,Mal-KR-TtnI
8eb97b92,175,P.3120.16
00c7e143,176,P.2993.69
ed93aa55,176,P.2993.69
488014f9,177,Mal-MT-KR-SB
b24d8a76,178,S.659086.8
a073a8ae,179,P.2129.63
3c135f11,180,S.1330.4
1d0c65d7,181,P.M00036.33
b5b496df,182,P.951.10
c76b9fd5,183,S.687.7
4cb3d79b,184,NPA
54cf89ba,184,NPA
b9bb45f1,185,P.3058.196
dcc564b1,185,P.3058.196
a43db8ae,186,P.2458.3
dbc132e1,187,P.1101.17
e9f22514,188,P.M00036.22
bb06d77e,189,S.659093.1
d6f1a4a5,190,P.2989.85
51bcc268,190,P.2989.85
8372c1f9,191,P.1218.3
9ed6e31c,192,P.910.24
0afbbe96,192,P.910.24
1a065177,193,P.M00082.1
d3ef46ea,194,P.3073.67
1e7fa737,195,P.2526.31
dacb0daa,196,P.2512.23
4ca1e652,197,P.1640.13
b5e7c56d,198,P.2419.1
9f6ada43,199,P.1697.20
fb89c291,200,P.3042.76
503bfcc6,200,P.3042.76
010e150e,200,P.3042.76
e69b3a72,200,P.3042.76
a88c65d0,201,P.1428.36
f0ddbf27,201,P.1428.36
0813ae1f,202,P.2813.1
c7c60bc0,203,P.92.8
4b9bda82,203,P.92.8
ee69127f,204,P.1566.7
34140fd1,204,P.1566.7
c2d33b3c,205,P.2013.4
92e8708f,206,P.2336.231
f62bb713,207,S.1617.15
d8938951,207,S.1617.15
4da0a7d9,208,S.1980.27
5926da77,208,S.1980.27
f9d8ad5e,208,S.1980.27
e8e5c59a,209,S.659155.63
43dc367a,210,S.662.36
99362060,210,S.662.36
b4114c05,210,S.662.36
388527d4,211,S.659084.208
5aa84546,212,Mal-ER-COOH
974d9ab4,213,Mal-KR-OX-KS0-DH
781899c5,214,Mal-KR-TR-AMT
b745ec91,215,Mal-KR-OH
f9659d94,216,P.1973.27
99ddcc71,217,S.1899.7
caefbb86,217,S.1899.7
e694e2c2,217,S.1899.7
f4839e1b,217,S.1899.7
caff2c46,218,P.3029.4
da0c00c7,218,P.3029.4
65a7b909,218,P.3029.4
5ad6d64b,219,S.659139.68
80cb3cb1,220,P.M00890.5
8e3175d1,220,P.M00890.5
9805c395,220,P.M00890.5
89046b37,221,P.M00378.9
7ec33d87,222,cid_22
6f7e1617,223,S.959.2
f54d0e83,224,C8:0:1(7)-Me(2)
13750a44,225,P.999.4
976d8633,225,P.999.4
c7dfd0e6,226,cid_5282848
8dd1c6b3,227,S.904.31
aafb6b13,227,S.904.31
99b06185,227,S.904.31
1115d864,228,P.M00847.1
377a79b2,229,P.980.2
69bd6e3c,230,P.3061.84
232a5572,231,S.1611.4
187466e7,231,S.1611.4
2f3c4db9,232,C6:0-Ep(2)
dfeea6a0,233,P.M00928.1
29f0ad14,233,P.M00928.1
f19fb68b,234,P.M00174.5
5d564225,235,P.246.34
97977019,235,P.246.34
2caaae6a,236,cid_4378574
e66fc407,237,Ac-Aib
7dc303a0,237,Ac-Aib
ced83176,237,Ac-Aib
512454f3,237,Ac-Aib
0adc05c0,237,Ac-Aib
63f35a9f,237,Ac-Aib
68452e27,237,Ac-Aib
604badd0,237,Ac-Aib
9d83ba59,237,Ac-Aib
26daa903,237,Ac-Aib
beab3af4,237,Ac-Aib
8f8edc11,238,cid_5312573
f13be561,239,P.2886.39
6359e138,239,P.2886.39
2cecc71f,240,P.244.15
7b39f3cf,241,P.2725.33
9a66bc16,242,P.M00087.10
03c7d68a,243,P.2931.62
ecff54af,244,P.3039.40
7f07e2e5,245,P.2640.8
739c55dd,245,P.2640.8
f3b28c38,246,P.M00104.34
ce234d4e,246,P.M00104.34
2db7708f,247,P.M00131.5
824cca7a,248,P.3061.75
e0bf6751,248,P.3061.75
5050d821,249,S.1359.66
62fa09bd,249,S.1359.66
e9f508e3,250,S.659081.8
d63b85a0,251,P.M00097.12
af84c2a0,252,P.M00804.5
8064be53,253,P.1295.58
e75dabef,253,P.1295.58
a72ac28f,254,S.659095.23
847e3eaf,255,P.3157.73
ea93b6bd,256,P.1263.32
9a53329f,257,P.2847.3
3bbac072,257,P.2847.3
ba0f109d,258,P.3041.1
82c8205b,259,P.1640.12
a9d9737a,260,P.193.10
6dddbf54,260,P.193.10
a3305ff1,261,P.1618.2
2edf3b50,262,cid_69362
2fc76311,263,P.M00833.47
ac1b1913,263,P.M00833.47
37888213,264,P.2308.1
7fe4d519,265,D-oliose
64254520,266,S.687.12
d3dfb696,267,P.1461.7
274c6ba9,267,P.1461.7
448304ef,268,P.1454.9
22aa3954,269,cid_5312541
a4b8c911,270,P.3020.34
226b1a03,270,P.3020.34
2625c2f0,270,P.3020.34
67b211c5,271,P.963.31
91184382,271,P.963.31
4426183e,272,P.502.4
1ef24c89,273,P.116.15
91dbb9e8,273,P.116.15
f43b46fd,273,P.116.15
783c7441,274,P.2336.43
3e506665,275,P.2336.99
e4afa2c4,276,P.2336.127
da69119f,277,S.1359.20
f8759441,277,S.1359.20
3b7b4f29,277,S.1359.20
b69b60c5,278,S.1347.32
de516fcd,278,S.1347.32
e5df8f6d,279,S.659143.4
0b306cc4,280,S.659097.108
effbfab6,281,P.M00083.72
406f1349,282,P.954.1
ac25fc21,283,P.M00902.2
02662e09,283,P.M00902.2
0c6ae686,284,AnThr
55fbd94a,284,AnThr
31597587,284,AnThr
01991372,284,AnThr
090842d6,284,AnThr
e716fd64,284,AnThr
934b35f4,284,AnThr
761b439e,284,AnThr
13095249,284,AnThr
8ef801ac,284,AnThr
ab109f88,284,AnThr
08941b03,284,AnThr
403e86fc,284,AnThr
adab583c,284,AnThr
6a6fd925,284,AnThr
6f6e5218,284,AnThr
6a994c84,284,AnThr
cc4830e1,284,AnThr
faff49c3,284,AnThr
1752a5d4,284,AnThr
9e66c55f,284,AnThr
c0bd607d,284,AnThr
99b9ffd2,284,AnThr
26fe35ee,284,AnThr
b483e596,285,7-MeO-D-Trp
0273f3b3,285,7-MeO-D-Trp
a940a441,285,7-MeO-D-Trp
f4014bb1,285,7-MeO-D-Trp
59185720,285,7-MeO-D-Trp
5c3ae76e,285,7-MeO-D-Trp
1ba15218,285,7-MeO-D-Trp
ff10a316,285,7-MeO-D-Trp
18ff5396,285,7-MeO-D-Trp
a704d3dc,285,7-MeO-D-Trp
07a43ee4,285,7-MeO-D-Trp
be219f79,285,7-MeO-D-Trp
1c8192b7,285,7-MeO-D-Trp
1656fa73,285,7-MeO-D-Trp
78746130,285,7-MeO-D-Trp
57ea17ba,285,7-MeO-D-Trp
8157ecd1,285,7-MeO-D-Trp
a285158a,285,7-MeO-D-Trp
347b7b43,285,7-MeO-D-Trp
a57ae8da,285,7-MeO-D-Trp
55a3d3e1,285,7-MeO-D-Trp
91627a04,285,7-MeO-D-Trp
34674d8a,285,7-MeO-D-Trp
07c99919,285,7-MeO-D-Trp
22773030,285,7-MeO-D-Trp
39361e78,285,7-MeO-D-Trp
a3cf9f18,285,7-MeO-D-Trp
0567b438,285,7-MeO-D-Trp
673bbb0c,285,7-MeO-D-Trp
cb1a17b9,285,7-MeO-D-Trp
10bedf0b,285,7-MeO-D-Trp
9576b990,285,7-MeO-D-Trp
b8784f09,285,7-MeO-D-Trp
5e718a8b,285,7-MeO-D-Trp
fedd3d7b,286,S.1347.24
6dac372a,287,SARFA
0bd274b8,288,C8:0:1(7)-Me(2.2)-OH(3)
2b98435a,289,HexaMal-AMT
fe708065,289,HexaMal-AMT
6456b89f,289,HexaMal-AMT
d11868ae,289,HexaMal-AMT
a0eea7bf,289,HexaMal-AMT
914402f8,289,HexaMal-AMT
bf189317,290,S.832.1
8051ce0d,291,P.825.8
b3f9300c,292,P.2336.213
65f0c314,293,S.1796.1
628541c0,293,S.1796.1
01783bf5,294,S.1972.3
718d2f55,294,S.1972.3
4ac1f1a1,295,P.3134.21
63b94d07,295,P.3134.21
b14f2baf,295,P.3134.21
e9c4ac18,296,P.3157.33
32753d45,297,S.1541.27
6a73fda6,297,S.1541.27
94075219,298,P.550.10
d6b71ef1,298,P.550.10
eef0febf,299,P.2989.75
7742c5d1,299,P.2989.75
8fde1465,300,Ahp
268964a0,300,Ahp
96cf9e27,300,Ahp
43c4f25f,300,Ahp
05aa8bc6,300,Ahp
1a26c7e4,300,Ahp
b340515e,300,Ahp
15a8ccfc,300,Ahp
4d64a998,300,Ahp
4e05d391,300,Ahp
8ac99b9a,300,Ahp
77943ed7,300,Ahp
331ec9d3,300,Ahp
8d4b8227,300,Ahp
d278e727,300,Ahp
913c0125,300,Ahp
bac85e33,300,Ahp
c7bd23c4,300,Ahp
571515ec,300,Ahp
267f0588,300,Ahp
a37b5577,300,Ahp
a5d0b915,300,Ahp
34aefc0f,300,Ahp
47f8cfd2,300,Ahp
a487ffe2,300,Ahp
693f74d7,300,Ahp
09f8e44c,300,Ahp
143675b8,300,Ahp
c0266074,300,Ahp
70c90c34,300,Ahp
e311b4ac,300,Ahp
f9a4e6e4,300,Ahp
59a5fcd2,300,Ahp
23c6f11e,300,Ahp
f687505c,300,Ahp
616bdbe4,300,Ahp
34492e1c,300,Ahp
135c99ce,300,Ahp
bd5d7aac,300,Ahp
0e49d86a,300,Ahp
50e094ae,300,Ahp
d8f8c30f,300,Ahp
9a0bc15b,300,Ahp
f9ca4989,300,Ahp
6d445165,300,Ahp
a40e3920,300,Ahp
1752906b,300,Ahp
bd07cd0e,300,Ahp
b1022a05,300,Ahp
27b89fb8,300,Ahp
b791d2e6,300,Ahp
4cb011ef,300,Ahp
0975ab80,300,Ahp
a05b1754,300,Ahp
07841162,300,Ahp
7abd6dc9,300,Ahp
f5497fa7,300,Ahp
4cc7f07c,300,Ahp
a0b49b30,300,Ahp
b5c8ef0c,300,Ahp
f3d5a6c7,300,Ahp
6054b9db,300,Ahp
61b31905,300,Ahp
f1e2ac51,300,Ahp
d68982cc,300,Ahp
45a85ecf,300,Ahp
b0917009,300,Ahp
48fa5485,300,Ahp
28912ca1,300,Ahp
d6fe5d33,300,Ahp
a5444b27,300,Ahp
ec5d233f,300,Ahp
868e0743,300,Ahp
45f93c29,301,S.659107.6
667a5a13,302,Pda
edd74c2e,303,4Me-Pro
ef9a42cf,303,4Me-Pro
6c8998e5,303,4Me-Pro
33bc6457,303,4Me-Pro
73f55a74,303,4Me-Pro
0b2d450c,303,4Me-Pro
453ec934,303,4Me-Pro
73301765,303,4Me-Pro
18333f39,303,4Me-Pro
d0067de5,303,4Me-Pro
613061ae,303,4Me-Pro
3ea3d600,303,4Me-Pro
2318ae89,303,4Me-Pro
3426768a,303,4Me-Pro
11097be3,303,4Me-Pro
70621df2,303,4Me-Pro
b031dce6,303,4Me-Pro
07853fc3,303,4Me-Pro
5a77cbba,303,4Me-Pro
8ac1ea96,303,4Me-Pro
258fbaf5,303,4Me-Pro
09a185a2,303,4Me-Pro
4e501aed,303,4Me-Pro
fc0f2ec4,303,4Me-Pro
0f14af51,303,4Me-Pro
ceba94b6,303,4Me-Pro
532201f0,303,4Me-Pro
5fb18c4c,303,4Me-Pro
906ce127,304,N-Me-B-OH-L-Phe
fa9a18db,304,N-Me-B-OH-L-Phe
73485b63,304,N-Me-B-OH-L-Phe
2476b56c,304,N-Me-B-OH-L-Phe
3f15b9d8,304,N-Me-B-OH-L-Phe
5d7005a7,304,N-Me-B-OH-L-Phe
e570307a,304,N-Me-B-OH-L-Phe
0b85f46b,304,N-Me-B-OH-L-Phe
e03ded63,304,N-Me-B-OH-L-Phe
a41a14f8,304,N-Me-B-OH-L-Phe
f3d679fb,304,N-Me-B-OH-L-Phe
9f59df38,304,N-Me-B-OH-L-Phe
8d4d0ccb,304,N-Me-B-OH-L-Phe
67706a2d,304,N-Me-B-OH-L-Phe
62e95d27,304,N-Me-B-OH-L-Phe
b87f78a1,304,N-Me-B-OH-L-Phe
eddc1c02,304,N-Me-B-OH-L-Phe
0f996a47,304,N-Me-B-OH-L-Phe
23f0d7fa,304,N-Me-B-OH-L-Phe
66fe9b8b,304,N-Me-B-OH-L-Phe
fa5cc30c,304,N-Me-B-OH-L-Phe
d2c9af6d,304,N-Me-B-OH-L-Phe
34a91d71,304,N-Me-B-OH-L-Phe
76cc3280,304,N-Me-B-OH-L-Phe
e92aa5d0,304,N-Me-B-OH-L-Phe
ef87e17e,304,N-Me-B-OH-L-Phe
129ba839,304,N-Me-B-OH-L-Phe
f76b9cff,304,N-Me-B-OH-L-Phe
9fa733e2,305,P.2446.46
01ce24f4,306,P.2294.6
dee21103,307,aC6:0-OH(2.3)
e5a12920,308,P.M00375.21
aa254177,309,P.M00889.24
91736711,309,P.M00889.24
cfcf7d43,310,S.827.3
fee2100a,310,S.827.3
0bba2a6c,311,P.537.1
fbcd011c,311,P.537.1
2fb2de73,311,P.537.1
8c6645f7,312,AHIBA
4356c96b,312,AHIBA
674489e4,313,P.M00104.70
8a1f5941,313,P.M00104.70
f6923f61,313,P.M00104.70
c92546cd,314,OH-ProMal-KR
1549d0e7,314,OH-ProMal-KR
ed092710,314,OH-ProMal-KR
7da1d195,314,OH-ProMal-KR
01298253,314,OH-ProMal-KR
a3d092ab,314,OH-ProMal-KR
6f3d4ae4,314,OH-ProMal-KR
da1b90c3,314,OH-ProMal-KR
7675c98f,314,OH-ProMal-KR
4e59c543,314,OH-ProMal-KR
0796cc6d,314,OH-ProMal-KR
3bd3cea1,314,OH-ProMal-KR
86f2569c,314,OH-ProMal-KR
72d8e237,314,OH-ProMal-KR
c0d08263,314,OH-ProMal-KR
2e9cf1d8,314,OH-ProMal-KR
3157a911,314,OH-ProMal-KR
ff5abc83,315,P.1763.40
de942a05,316,P.2629.14
9e88d2c4,316,P.2629.14
8a9a9977,317,3S-B-BABA
db5f5694,317,3S-B-BABA
ff9ce9cc,317,3S-B-BABA
4f222d29,317,3S-B-BABA
4d13cce3,317,3S-B-BABA
22ac6f32,317,3S-B-BABA
038fd15d,317,3S-B-BABA
cb1d3525,317,3S-B-BABA
f8070781,317,3S-B-BABA
51958ebc,318,P.M00106.6
36a669f1,318,P.M00106.6
72bd5578,319,P.982.25
3583d742,319,P.982.25
61f8eab8,319,P.982.25
87b1bc03,320,P.M00862.14
6bbeb999,320,P.M00862.14
3aad483a,320,P.M00862.14
feb83e81,321,4-Cl-Kyn
5c675f49,321,4-Cl-Kyn
3a7d88e2,321,4-Cl-Kyn
b6289873,321,4-Cl-Kyn
a8a09372,321,4-Cl-Kyn
9d587d79,321,4-Cl-Kyn
ca382487,321,4-Cl-Kyn
50dcb287,321,4-Cl-Kyn
0ae70d84,321,4-Cl-Kyn
25abc71f,321,4-Cl-Kyn
ed67bdbc,321,4-Cl-Kyn
0f1509f7,321,4-Cl-Kyn
bb55f132,321,4-Cl-Kyn
a5e73877,321,4-Cl-Kyn
6e975c08,321,4-Cl-Kyn
98a64db6,321,4-Cl-Kyn
f974a130,321,4-Cl-Kyn
0b8f558f,321,4-Cl-Kyn
a17568df,321,4-Cl-Kyn
64f383dc,321,4-Cl-Kyn
55f32c04,321,4-Cl-Kyn
b0b88c7e,321,4-Cl-Kyn
22d12a4b,321,4-Cl-Kyn
f267d742,321,4-Cl-Kyn
d6dd5fad,321,4-Cl-Kyn
0215fbcd,321,4-Cl-Kyn
23f7dfb0,321,4-Cl-Kyn
c8b32cc7,321,4-Cl-Kyn
6c0548ba,321,4-Cl-Kyn
35329909,321,4-Cl-Kyn
dfed4100,321,4-Cl-Kyn
7e4d3912,321,4-Cl-Kyn
0ab9bb2d,321,4-Cl-Kyn
813d376c,321,4-Cl-Kyn
e04ce24b,321,4-Cl-Kyn
0bd32319,321,4-Cl-Kyn
ccdd8252,321,4-Cl-Kyn
9b5688ea,322,S.1343.1
7428176f,323,P.3237.5
19cfb223,324,P.2967.64
08df4c72,324,P.2967.64
dd9b13e2,324,P.2967.64
889d9f68,325,P.3033.38
16fe7e06,326,P.2113.16
a27ccc8a,327,S.1873.12
7728bd29,327,S.1873.12
cc2391a6,328,P.M00898.2
7b2916a1,328,P.M00898.2
41590e35,329,P.3031.99
c33b35df,329,P.3031.99
40da8492,329,P.3031.99
7434b67b,330,S.1152.16
4793e53a,330,S.1152.16
0a1a86fa,331,P.M00087.46
1501ae77,332,P.910.30
b9eaf0d8,332,P.910.30
248ff443,333,P.3050.104
d3898160,333,P.3050.104
5b8aa01f,334,P.503.19
65b9c0f1,335,P.M00110.10
018d0c69,335,P.M00110.10
3c381870,335,P.M00110.10
89fea4e6,336,S.659044_H.9
f068afbc,336,S.659044_H.9
bd6be21c,336,S.659044_H.9
a7dfa97d,337,P.M00064.8
c35690a9,337,P.M00064.8
51bb7034,338,iC9:0-OH(3)
c4c7dac3,339,P.M00083.11
cfe8d74c,340,P.M00085.47
