metabolite_id,smiles,chemotype
47890,CC(=O)CC(O)Cc1cc2cc(O)cc(O)c2c(=O)o1,TypeIIPolyketide
47891,COCC1C(=O)C[C@H]2[C@@H]3CCC(C(=O)O)[C@]12CC3(C)C,Terpene
47892,CC1(C)C[C@]23C(C(=O)O)CC[C@H]1[C@@H]2CC(=O)C3CO,Terpene
47893,COC1=CC(=O)C(O)C(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,TypeIIPolyketide
47894,C=C1C[C@@H](O)CC(C)(C)[C@@]1(O)C=CC(C)=CC(=O)O,Terpene
47896,C=C/C=C\CC1C(=O)CC[C@@H]1CC(=O)O,TypeIPolyketide
47897,CC1=CC2[C@H](C(C)C)CC[C@@](C)(O)[C@H]2CC1=O,Terpene
47898,O=C(O)C1CSC(c2ccccc2O)=N1,NRPS-IndependentSiderophore
47899,CCCCC[C@@H](O)[C@H]1C[C@H](O)[C@H](CCCC(=O)O)O1,TypeIPolyketide
47900,CCC1C(=O)N=C(C(=O)O)C(C)C(=O)NC(CCCN=C(N)N)C(=O)NC(/C=C\C(C)=C\C(C)C(Cc2ccccc2)OC)C(C)C(=O)NC(C(=O)O)CCC(=O)N1C,NonRibosomalPeptide
47901,CO[C@@]1(Cc2c[nH]c3ccccc23)Oc2ccccc2N[C@@H]1c1c[nH]c2ccccc12,Alkaloid
47902,CC1(C)C=Cc2c(ccc3c2NC(=O)C32CC34NC(=O)C5(CCCN5C3=O)CC4C2(C)C)O1,TypeIIPolyketide
47904,COC1=CC(=O)[C@]2(C)O[C@@]23C[C@@H](C)O[C@@]13O,TypeIPolyketide
47905,CCCCC[C@@H](O)C[C@H](O)CCC/C=C/Cl,TypeIPolyketide
47906,COC(=O)C(=CCCCC(C)O)C(C)C(=O)O,Terpene
47907,CC(C)=CCC/C(C)=C/Cc1ccc2c3c(c[nH]c13)C[C@@H](CO)NC(=O)C(C(C)C)N2C,Alkaloid
47908,CC(=O)OC[C@@H]1Cc2c[nH]c3cccc(c23)N(C)C(C(C)C)C(=O)N1,Alkaloid
47909,CCOC(=O)/C(=C/OC)[C@H](C)[C@H](/C=C/c1ccc(OC)cc1)OC,TypeIPolyketide
47910,CCOC(=O)/C(=C/OC)[C@H](C)[C@H](/C=C/c1ccccc1)OC,TypeIPolyketide
47911,CO/C=C(/C(=O)O)[C@H](C)[C@H](/C=C/c1ccccc1)OC,TypeIPolyketide
47912,CCCCC[C@H]1O[C@@H](OC)c2c3c(cc(O)c2[C@H]1OC)C=CC(C)(C)O3,TypeIPolyketide
47913,CCCCC[C@@H]1O[C@@H](OC)c2c3c(cc(O)c2[C@H]1OC)C=CC(C)(C)O3,TypeIPolyketide
47914,CCCC=Cc1oc(=O)c2c(O)c(CCC(C)C)cc(O)c2c1OC,TypeIPolyketide
47915,C/C=C/CCc1oc(=O)c2c(O)c(CCC(C)C)cc(O)c2c1OC,TypeIPolyketide
47916,CCCCCc1oc(=O)c2c(O)c(CCC(C)C)cc(O)c2c1OC,TypeIPolyketide
47917,O=C(O)C1CCC(=O)C1CC1C(=O)CCC1C(=O)O,TypeIPolyketide
47918,CCCCN(CC)C(=O)SCCC,Alkaloid
47919,CCC(C)C1OC2(CCCC(C/C=C(\C)C(O[C@H]3C[C@H](OC)[C@@H](C)[C@H](O)O3)C(C)/C=C/C=C(\C)c3cc(O)c(C)cc3C(=O)O)O2)CC(O)C1C,TypeIPolyketide
47920,CCC(C)C1OC2(C=CCC(C/C=C(\C)C(O)C(C)/C=C/C=C(\C)c3cc(O)c(C)cc3C(=O)O)O2)C=CC1C,TypeIPolyketide
47921,CO[C@@H]1O[C@@]2(OC(=O)[C@@]3(C)O[C@@H]23)[C@H](O)C12C1C[C@@H]2CC=C1C,TypeIPolyketide
47923,CC(=O)OCC[C@H]1CC=C(C)[C@@]12CO[C@]1(C2)OC(=O)[C@@]2(C)O[C@@H]12,TypeIPolyketide
47924,COC(=O)O[C@@]12[C@@H]3[C@H]4OC(=O)[C@]3(C)C[C@@H]3[C@]1(C)C(=CC1=C(CC(=O)OC1(C)C)[C@@]3(C)O)O[C@]2(O)[C@H](C)O4,Terpene
47946,N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,Alkaloid
47949,NC(Cn1ccc(=O)c(O)c1)C(=O)O,Alkaloid
47977,COc1cccc2oc3c4c(cc(OC)c3c(=O)c12)O[C@H]1OC=C[C@@H]41,TypeIIPolyketide
47995,c1ccc2c(c1)Cc1ccccc1-2,Alkaloid
48020,NC(CCS)C(=O)O,Nucleoside
48028,NC(CC=O)C(=O)O,Ectoine
48042,C=C(C)CCO[PH](=O)(=O)O[PH](=O)(=O)O,Terpene
48069,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,Aminoglycoside
48075,NCc1cc(COc2ccc(CCNC(=O)CCC(N)C(=O)O)cc2)co1,NonRibosomalPeptide
48104,COc1ccc2c(c1OC)CN(C)C(O)Cc1cc3c(cc1C(=O)C2)OCO3,Alkaloid
48105,COc1ccc2c(c1OC)CN(C)c1c-2ccc2cc3c(cc12)OCO3,Alkaloid
48106,COc1ccc(C[C@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,Alkaloid
48107,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(OC)c3CN1CC2,Alkaloid
48108,COc1cc2c(cc1O)[C@@H]1Cc3ccc(OC)c(O)c3CN1CC2,Alkaloid
48110,c1ccc2c(c1)C[C@H]1c3ccccc3CCN1C2,Alkaloid
48111,COc1ccc2c(c1OC)CN(C)CCc1cc3c(cc1C(=O)C2)OCO3,Alkaloid
48112,COc1ccc2c(c1OC)C[N+]1(C)CCC3=CC4=C([C+]=C3C1C2)OCO4,TypeIIPolyketide
48162,COC(C)(C)CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
48163,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
48164,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCCC(C)(C)O,Terpene
48165,COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
48166,CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(C)/C=C/CC(C)(C)O,Terpene
48176,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,Nucleoside
48220,C=C1CCC2(C(C)C)CC12,Terpene
48222,CC1=CC[C@@H]2C[C@H]1C2(C)C,Terpene
48328,CCCCCCCCCCCCCCCCCCCCC[C@@H](O)C[C@H](O)CCC=CC(C)C(=O)C(C)C(=O)O,TypeIPolyketide
48334,CCCCCCCCCCCCCCCCCCCCC[C@@H](O)C[C@H](O)CCCC[C@H](C)[C@H](O)CC,Terpene
48339,CCCCCCCCCCCCCCCCCCCCC[C@@H](O)C[C@H](O)CCCC[C@H](C)[C@@H](CC)OC,Terpene
48358,C[C@@H]1OC(c2cccc(O)c2O)=NC1C(=O)NCCCN(CCCNC(=O)c1cccc(O)c1O)C(=O)C1N=C(c2cccc(O)c2O)O[C@@H]1C,NRPS-IndependentSiderophore
48369,CC(C)=CCC=C(CO)CCc1cc(O)ccc1O,Terpene
48370,CC(C)=CC=Cc1cc(O)c2c(O)ccc(O)c2c1O,TypeIIPolyketide
48371,CC(C)=CCC/C(C)=C/Cc1cc(C(=O)O)ccc1O,Terpene
48372,CC(C)=CCC=C(C)CCc1cc(O)ccc1O,Terpene
48441,COc1cc(CC(=O)O)ccc1O,TypeIPolyketide
48444,C[C@]1(CO)[C@@H]2CC[C@]3(C)[C@H](C[C@H]4O[C@]45[C@@H]4C[C@@](C)(C=O)[C@@H](OC(=O)c6ccccc6)C[C@]4(C)[C@@H](O)C[C@]53C)[C@@]2(C)CC[C@@H]1O[C@@H]1OC[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,TypeIPolyketide
48447,CC1=CC[C@@H](C2=CCCC(C)(C)C2)CC1,Terpene
48470,C=C(C)C=Cc1c(C)c(O)c(OC)c(OC)c1O,TypeIPolyketide
48512,COc1ccc(C[C@@H]2c3cc(O)c(OC)cc3CCN2C)cc1O,Alkaloid
48520,C/C(=C\CSCCC(=O)O)CC/C=C(\C)COC(=O)CCC1(C)N=N1,Alkaloid
48523,C[n+]1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2[nH]c(=O)[nH]c(=O)c21,Nucleoside
48542,CC1N[C@H]2N(C1=O)c1ccccc1[C@@]21CC2C(=O)N[C@@](C)(O1)c1nc3ccccc3c(=O)n12,Alkaloid
48543,C[C@@H]1NC(=O)C(C[C@]2(O)c3ccccc3NC2O)n2c1nc1ccccc1c2=O,Alkaloid
48544,CC1C(=O)N2c3ccccc3[C@@]3(O)CC4C(=O)N[C@](C)(c5nc6ccccc6c(=O)n54)N1[C@@H]23,Alkaloid
48547,C=C/C(C)=C\C[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,Terpene
48566,CCC(C)=CC(C)=CCC(=O)c1c(O)[nH]c(CC2=CC[C+](=O)C=C2)c1O,TypeIPolyketide
48576,CC(=O)CC(=O)O,Cyclodipeptide
48581,OC(O)c1cccc(C(O)O)n1,BetaLactam
48582,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,TypeIPolyketide
48583,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1,TypeIIPolyketide
48614,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/C=C\C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
48615,CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C,Terpene
48628,C=C1CC1CC(NC(=O)CCC(N)C(=O)O)C(=O)O,NRPS-IndependentSiderophore
48652,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CCl)[C@@H](O)[C@H]1O,Nucleoside
48672,NC(=O)NOCC(N)C(=O)O,Alkaloid
48677,CN1C(=O)C2C[C@@]3([C@@]45CC6C(=O)N(C)C(Cc7ccccc7)C(=O)N6[C@@H]4Nc4ccccc45)c4ccccc4N[C@H]3N2C(=O)C1Cc1ccccc1,NonRibosomalPeptide
48680,COc1ccc(C2C(=O)c3c(O)cc(O)cc3O[C@H]2O)cc1,TypeIIPolyketide
48693,CN1[C@@H]2CC[C@H]1CC(=O)C2,Alkaloid
48694,CC(=O)C[C@H]1CCCN1C,Alkaloid
48707,C[C@@H]1CC[C@H]2C(CO)=C[C@@H]3CC(C)(C)C[C@@]132,Terpene
48710,CC1C(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@@]132,Terpene
48711,C[C@@H]1[C@H](O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312,Terpene
48712,C=C1OC(=O)C[C@H]2C(C(=O)O)C=C3CC(C)(C)C[C@@]132,Terpene
48713,CC1(C)CC2=CC(C(=O)O)[C@@H]3CC(=O)O[C@@]4(CO4)[C@]23C1,Terpene
48714,C[C@@H]1OC(=O)C[C@H]2C(C(=O)O)C=C3CC(C)(C)C[C@]312,Terpene
48715,C[C@@H]1OC(=O)C[C@H]2C(C(=O)O)=C[C@@H]3CC(C)(C)C[C@]312,Terpene
48716,C[C@@H]1CC[C@H]2C(C(=O)O)=C[C@@H]3[C@@H](O)C(C)(C)C[C@@]132,Terpene
48717,CC1(C)CC2=CC(C(=O)O)[C@@H]3CC(=O)OCC(=O)[C@]23C1,Terpene
48827,*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C(CCCN)NC(=O)CCCCCCC/C=C\C/C=C\CCCCC)[C@@H](C)O)C(*)=O,NonRibosomalPeptide
48828,*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C1C[C@@H](O)CN1C(=O)C(NC(=O)C(CCCN)NC(=O)CCCCCCC/C=C\C/C=C\CCCCC)[C@@H](C)O)C(*)=O,NonRibosomalPeptide
48829,*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C1C[C@@H](O)CN1C(=O)C(NC(=O)C(CCCN)NC(=O)CCCCCCC/C=C\C/C=C\CCCCC)[C@@H](C)O)[C@@H](O)Cc1ccc(O)cc1)C(*)=O,NonRibosomalPeptide
48837,*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C(NC(=O)C(NC(=O)C1C[C@@H](O)CN1C(=O)C(NC(=O)C(CCCN)NC(=O)CCCCCCC/C=C\C/C=C\CCCCC)[C@@H](C)O)[C@@H](O)Cc1ccc(O)cc1)[C@@H](C)O)C(*)=O,NonRibosomalPeptide
48882,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,Aminoglycoside
48890,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O[PH](=O)(=O)O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,Aminoglycoside
48901,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O[PH](=O)(=O)O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O,Aminoglycoside
48902,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)CO)O[C@@H](CO[PH](=O)(=O)O)[C@H](O)[C@H]1O,Aminoglycoside
48913,O=[PH](=O)(O)OCC1OC(O)C(O)C(O)C1O,Aminoglycoside
48923,CCCCCC(=O)Cc1cc(=O)cc(O)o1,TypeIPolyketide
48949,CC(NC(=O)C(N)C(N)CCC[C@@H](O)CC1CN(C(N)=O)C(N)=N1)C(=O)NC(C(=O)O)C(C)C,NonRibosomalPeptide
48959,CC(NC(=O)C(N)C(N)CC[C@@H](O)[C@@H](O)CC1CN(C(N)=O)C(N)=N1)C(=O)NC(C(=O)O)C(C)C,NonRibosomalPeptide
48975,CC1(CC(=O)O)C=CC(=O)O1,TypeIPolyketide
48983,CC(C)c1ccc(C(O)O)c(O)c1O,TypeIPolyketide
49011,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCN=C(C(Cc3ccc(O)cc3)NC(=O)CCC(N)C(=O)O)N2)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
49012,CCCCCCCCCCCCCC(=O)NC(CCC(=O)NC(Cc1ccc(O)cc1)C1=NC(C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NC2CCCCNC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CCCN(O)C=O)NC2=O)CCN1)C(=O)O,NonRibosomalPeptide
49014,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(N)C(=O)O)Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
49017,CC(C)=CCc1c(O)c(CC=C(C)C)c(O)c(C(=O)CC(C)C)c1O,Terpene
49019,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,TypeIIPolyketide
49020,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)C(=O)[C@@](O)(CC=C(C)C)C1=O,TypeIIPolyketide
49040,CC/C=C\CC1=C(CCCCCCCC(=O)O)CCC1=O,TypeIPolyketide
49108,Oc1ccc(C[C@@H]2NCCc3cc(O)c(O)cc32)cc1O,TypeIPolyketide
49138,CC1=CC(C)C(=O)C(=O)CCC(=O)[C@@]23C(=O)N[C@@H](Cc4c[nH]c5ccccc45)[C@@H]2[C@H](C)C(C)=C[C@@H]3C=CC1,TypeIPolyketide
49139,CC1=C[C@@H](C)CC=C[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@]32C(=O)C=CCC1,TypeIPolyketide
49140,*NC(COP(=O)(O)OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)C=CCC/C(C)=C/[C@@H](C)C/C=C/C=C/C(C)=C/C)C(*)=O,TypeIPolyketide
49145,CC1=CC(C)C(=O)C(=O)CCC(=O)[C@@]23C(=O)N[C@@H](Cc4c[nH]c5ccccc45)[C@@H]2[C@H](C)[C@@]2(C)O[C@H]2[C@@H]3C=CC1,TypeIPolyketide
49150,C=C(C)[C@H]1CC[C@]2(C)[C@@H]1CC[C@]1(C)CC=C(CO)CCC=C(C)CC[C@H]12,Terpene
49182,NC1CC1,Aminoglycoside
49196,CCSCC(N)C(=O)O,Alkaloid
49216,Nc1cc(C=O)ccc1O,Melanin
49236,Oc1cc(O)c2ccc(-c3ccc(O)c(O)c3)[o+]c2c1,Alkaloid
49266,CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C(=O)O)C3,Terpene
49267,CC1(C)CCCC2(C)C1CCC13C=C(C(=O)O)C(CCC12)C3,TypeIPolyketide
49274,C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3,Terpene
49275,CC1(C(=O)O)CCCC2(C)C3CCC4CC3(CCC12)CC4C(=O)O,Terpene
49277,Cc1ncc(CN)c(N)n1,Alkaloid
49278,Cc1ncc(CNC=O)c(N)n1,Alkaloid
49288,C[C@H](O)c1ccc(O)cc1,TypeIPolyketide
49315,C=C(Oc1cccc(C(=O)O)c1N)C(=O)O,Alkaloid
49318,C=c1oc2cccc(=C(O)O)c2nc1=O,Alkaloid
49320,*[C@@H]1O[C@H](CO[PH](=O)(=O)O[PH](=O)(=O)OC2CC(=O)C(=O)C(C)O2)[C@@H](O)[C@H]1O,TypeIIPolyketide
49321,C=c1oc2cc(O)cc(=C(O)O)c2nc1=O,Alkaloid
49322,COc1cc2cc(O)c(C(=O)O)cc2c(OC)c1OC,Alkaloid
49326,C=c1oc2cc(OC)cc(=C(O)O)c2nc1=O,Alkaloid
49329,COc1cc(C)c2ccc(O)c(C(=O)O)c2c1,Alkaloid
49335,N[C@H](CC(=O)O)c1ccc(O)cn1,Alkaloid
49341,COC(=O)N=C1C(=O)C[C@@]2(O)C#C/C=C\C#CC(=O)C1C2CCSSSC,BetaLactam
49357,CCN[C@H]1CO[C@@H](O[C@H]2C(O[C@H]3C#C/C=C\C#C[C@]4(O)CC(=O)C(=NC(=O)OC)C3=C4CCSSSC)O[C@H](C)[C@@H](NO[C@H]3C[C@H](O)[C@H](SC(=O)c4c(C)c(I)c(O)c(OC)c4OC)[C@@H](C)O3)[C@@H]2O)C[C@@H]1OC,TypeIPolyketide
49360,C=C/C=C/C=C/C=C/C=C/C=C/C=C/C,TypeIPolyketide
49361,OCC(O)CO,Nucleoside
49383,C=C/C=C(\C)CCC=C(C)C,Terpene
49391,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O,BetaLactam
49393,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,Terpene
49395,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)CCC1,Terpene
49396,CC(C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C,Terpene
49397,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)CCC2(C)C)C(C)(C)C[C@H](O)C1,Terpene
49399,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=CC2C(C)C(=O)C(=O)CC2(C)C)C(C)(C)CCC1=O,TypeIPolyketide
49410,C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
49411,C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C,Terpene
49414,N#Cc1c[nH]c2[nH]c(N)nc(=O)c12,Nucleoside
49450,COc1cc(C=CC(=O)NCCCCN(CCCNC(=O)C=Cc2ccc(O)c(OC)c2)C(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,TypeIIPolyketide
49451,COc1cc(C=CC(=O)NCCCCN(CCCNC(=O)C=Cc2cc(O)c(O)c(OC)c2)C(=O)C=Cc2cc(O)c(O)c(OC)c2)cc(O)c1O,TypeIIPolyketide
49455,COc1cc(C=CC(=O)NCCCCN(CCCNC(=O)C=Cc2cc(OC)c(O)c(OC)c2)C(=O)C=Cc2cc(O)c(O)c(OC)c2)cc(O)c1O,TypeIIPolyketide
49481,COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)c1c(O)cc(OC)cc1C3=O,TypeIIPolyketide
49482,COC(=O)c1c(O)cc2cc3c(c(O)c2c1C)C(=O)[C@]1(O)C(=O)C=C(OC)[C@@H](O)[C@]1(O)C3=O,TypeIIPolyketide
49549,CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,Terpene
49550,CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,Terpene
49584,C=C[C@@]1(C)C=C2[C@H](O)C[C@@H]3C(C)(C)[C@H](O)CC[C@@]3(C)[C@@H]2CC1,Terpene
49599,COC1=CC(=O)C[C@@H](C)[C@]12Oc1cc(OC)cc(OC)c1C2=O,TypeIIPolyketide
49600,CC(=O)CSCCS(=O)(=O)O,Alkaloid
49607,Nc1c(O)cccc1C(O)O,Phenazine
49608,OC(O)c1cccc2c1Nc1ccccc1N2,Alkaloid
49610,OC(O)c1cccc2nc3ccccc3nc12,Alkaloid
49611,O=C(O)C1=CCCC2(O)Nc3c(cccc3C(O)O)NC12,Alkaloid
49613,C[n+]1c2ccccc2nc2c(O)cccc21,Phenazine
49619,CC(=O)O[C@@H]1[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C[C@@H]1C,Alkaloid
49620,C[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2[C@H]1O,Alkaloid
49621,CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1CC(C)C=O,Alkaloid
49622,C[C@H]1C=[N+](C)[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1,Alkaloid
49624,CN[C@@H]1Cc2c[nH]c3cccc(c23)[C@H]1/C=C(\C)C=O,Alkaloid
49650,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,Nucleoside
49651,O=CC[PH](=O)(=O)O,Phosphonate
49656,COc1ccc(CNCCc2ccc(O)cc2)cc1O,Alkaloid
49660,COc1cc2c(cc1O)CN1CCC3=CC[C@@H](O)[C@@H]2[C@@H]31,Terpene
49665,Oc1ccc(CCNCc2ccc(O)c(O)c2)cc1,Alkaloid
49666,COc1cc2c(cc1O)CN1CC[C@@]23C=C[C@@H](O)C[C@H]13,Terpene
49667,COc1cc2c(cc1O)CN1CC[C@]23C=C[C@H](O)C[C@@H]13,Terpene
49670,COc1cc2c(cc1O)CN1CC[C@]23C=CC(=O)C[C@@H]13,TypeIIPolyketide
49671,COc1cc2c(cc1O)CN1CC[C@@]23C=CC(=O)C[C@H]13,TypeIIPolyketide
49675,C/C(=C\C[C@@]1(C)C(=O)C(C)C(=O)c2c1coc2O)CC/C=C(\C)CC[C@@H]1OC1(C)C,TypeIIPolyketide
49678,CC1=C2O[C@@]3(C)CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@H]3C[C@]2(C)c2coc(O)c2C1=O,TypeIPolyketide
49679,CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)C(=O)C5C(=O)OC[C@]51[C@@](C)(C[C@@H]23)C4=O,Terpene
49680,CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)C=C5C(=O)OC[C@]51[C@@](C)(C[C@@H]23)C4=O,Terpene
49683,CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@]13C[C@]4(C)C(=O)[C@](C)(C[C@@H]21)[C@]31COC(=O)C1[C@H]4O,Terpene
49684,CC(=O)O[C@@H]1C2C(=O)OC[C@@]23[C@]24CC[C@H]5C(C)(C)OC(=O)C=C[C@]5(C)[C@@H]2C[C@@]3(C)C(=O)[C@@]1(C)C4,Terpene
49685,CC1(C)OC(=O)C=C[C@@]2(C)[C@H]1CC[C@@]13C[C@@]4(C)CC5C(=O)OC[C@]51[C@@](C)(C[C@@H]23)C4=O,Terpene
49751,CN1C(C(=O)O)CS[C@@H]1[C@H]1CSC(c2ccccc2O)=N1,NRPS-IndependentSiderophore
49753,CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,Terpene
49757,C=C[C@]1(C)CO1,TypeIPolyketide
49786,O=C(O)c1ccc(O)c(O)c1C(=O)O,TypeIIPolyketide
49801,C=CC1CN2CCc3c([nH]c4ccccc34)C2CC1CC=O,Alkaloid
49802,C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,Alkaloid
49803,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,Alkaloid
49804,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,Alkaloid
49805,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,Alkaloid
49806,C=C[C@H]1CN2CCC1CC2C(=O)c1ccnc2ccc(OC)cc12,Alkaloid
49807,C=C[C@H]1CN2CCC1CC2C(=O)c1ccnc2ccccc12,Alkaloid
49813,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](N(C)C=O)CC2,TypeIIPolyketide
49814,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,TypeIIPolyketide
49815,COC1=C[C@]23CCN(C)C(=C2CC1=O)CCc1cc(O)c(OC)c(OC)c13,Terpene
49817,COc1cc2c(cc1O)[C@H](CCc1cc(O)c(OC)c(OC)c1)N(C)CC2,Alkaloid
