metabolite_id,smiles,chemotype
9557,CC(NC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C1CCN=C(C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)N1)C(O)C(=O)O)C(=O)NCC(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9558,CC(NC(=O)C(CO)NC(=O)C1CCN=C(C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)C(O)C(=O)O)N1)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9559,CC(NC(=O)C(CO)NC(=O)C1CCN=C(C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C2CCNc3c(NC(=O)CCC(N)=O)cc4cc(O)c(O)cc4[n+]32)C(O)C(=O)O)N1)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9560,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(C)C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(O)C(=O)O,NonRibosomalPeptide
9561,CC(NC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(CO)NC(=O)CNC(=O)C1CCN=C(C(CO)NC(=O)C2CCN=C3C(NC(=O)CC(O)C(N)=O)=Cc4cc(O)c(O)cc4N32)N1)C(O)C(=O)O)C(=O)NCC(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9562,NCCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(N)=O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9563,NCCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(O)C(N)=O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9564,NCCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(-n3c(O)ccc3O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9565,NCCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(=O)O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9566,CC(=O)N(O)CCCC(NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(C(=O)NC(C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9567,NCCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(=O)C(=O)O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9568,COC(=O)CCC(=O)Nc1cc2cc(O)c(O)cc2[n+]2c1NCCC2C(=O)NC(CO)C(=O)NC(CCCN=C(N)N)C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9569,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)C(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9570,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9571,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCN=C3C(=NC(=O)CCC(N)=O)Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9572,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(C(=O)NC(CO)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(O)C(=O)O,NonRibosomalPeptide
9573,COC(=O)CCC(=O)NC1=Cc2cc(O)c(O)cc2N2C1=NCCC2C(=O)NC(C)C(=O)NC(CCCN)C(=O)NC(C(=O)NC(CCN)C(=O)NC(CCCN(O)C(C)=O)C(=O)NC(CCCCN)C(=O)O)C(O)C(=O)O,NonRibosomalPeptide
9574,CC(=O)N(O)CCCC(NC(=O)C(CCCCN)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(C)C(=O)NCC(=O)NC(C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9576,CC(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C1CCNc2c(NC(=O)CC(O)C(N)=O)cc3cc(O)c(O)cc3[n+]21)C(O)C(=O)O)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9577,CC(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C1CCNc2c(NC(=O)CCC(N)=O)cc3cc(O)c(O)cc3[n+]21)C(O)C(=O)O)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9578,CC(=O)N(O)CCCC(NC(=O)C(C)NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CC(O)C(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NC1CCCNC(=O)C(CO)NC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CC(=O)O)NC1=O,NonRibosomalPeptide
9579,CC(=O)N(O)CCCC(NC(=O)C(C)NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NC1CCCNC(=O)C(CO)NC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CC(=O)O)NC1=O,NonRibosomalPeptide
9581,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9582,CC1NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCN(O)C=O)NC(=O)C(CC(=O)O)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)C(C)OC(=O)C(C)NC(=O)C(CCCN(O)C=O)NC(=O)CNC1=O,NonRibosomalPeptide
9583,CC1NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCN(O)C=O)NC(=O)C(CC(=O)O)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)C(C)OC(=O)C(C)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9584,CC1NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCN(O)C=O)NC(=O)C(CC(=O)O)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)C(C)OC(=O)C(C)NC(=O)C(CCCN(O)C=O)NC(=O)CNC1=O,NonRibosomalPeptide
9585,CC1NC(=O)C(C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCN(O)C=O)NC(=O)C(CC(=O)O)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)C(C)OC(=O)C(C)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9586,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(O)cc4[n+]32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9587,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(O)cc4[n+]32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9588,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9589,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9590,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9591,CC(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCCNC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CC(O)C(=O)O)Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9592,CC(NC(=O)C(NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCCNC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(C)O)C(=O)NC(C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9593,CC(=O)N(O)CCCC(NC(=O)C(CCCCN)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(C)O,NonRibosomalPeptide
9594,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9595,NCCCC(NC(=O)C(CO)NC(=O)C1CCn2c(O)ccc(O)[nH]c3c2N1C1=CC(=O)C(=O)CC1=C3)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9596,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCn3c(O)ccc(O)[nH]c4c3N2C2=CC(=O)C(=O)CC2=C4)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9597,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(C)O,NonRibosomalPeptide
9598,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(C)O,NonRibosomalPeptide
9599,CC(O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CCCCNC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(C)O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CO)C(=O)O)C(O)C(=O)O,NonRibosomalPeptide
9600,CC(O)C(NC(=O)C(NC(=O)C(N)CCCCNC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NC1C(=O)NC(CO)C(=O)NC(C(O)C(=O)O)C(=O)NC(CO)C(=O)OC1C,NonRibosomalPeptide
9601,CC(O)C(NC(=O)C(NC(=O)C(NC(=O)C(N)CCCCNC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(C)O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CO)C(=O)O)C(O)C(=O)O,NonRibosomalPeptide
9602,CC(O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(O)c1c[nH]cn1)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9603,CC(O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)c1c[nH]cn1)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9604,NC(=O)CCC(NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)C(=O)O)=Cc4cc(O)c(O)cc4N32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,NonRibosomalPeptide
9605,NC(=O)CCC(=O)NC1=Cc2cc(O)c(O)cc2N2C1=NCCC2C(=O)NC(CO)C1=NC(C(=O)NC(CCCN(O)C=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O)CCN1,NonRibosomalPeptide
9606,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(O)cc4[n+]32)CCCCNC(=O)C(C(C)O)NC1=O,NonRibosomalPeptide
9607,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(N)C(=O)O)=Cc4cc(O)c(O)cc4N32)COC(=O)C(CCCCN)NC1=O,NonRibosomalPeptide
9608,CC(O)CC(=O)N(O)CCCC(NC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CCC(N)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCN)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(O)C(=O)O)C(C)O,NonRibosomalPeptide
9609,NCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(=O)C(=O)O)cc3cc(O)c(O)cc3[n+]21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9610,NCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CC(O)C(N)=O)cc3cc(O)c(O)cc3[n+]21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9611,NCCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(=O)O)cc3cc(O)c(O)cc3[n+]21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9612,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9613,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CC(O)C(N)=O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9614,NCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9615,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(O)cc4[n+]32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9616,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(O)cc4[n+]32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9617,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)C(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9618,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(N)=O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9619,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9620,NCCCCC1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)C(=O)O)=Cc4cc(O)c(O)cc4N32)CCCCNC(=O)C(CO)NC1=O,NonRibosomalPeptide
9621,CC(O)C(NC(=O)CNC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCCNC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CC(O)C(N)=O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9622,CC(O)C(NC(=O)CNC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCCNC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NC(CCCCN)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9623,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)C(=O)O)Cc3c(cc(O)c(O)c3S(=O)(=O)O)N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9624,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)Cc3c(cc(O)c(O)c3S(=O)(=O)O)N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9625,CC(NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NCC(=O)NC(C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9626,CC(NC(=O)C(CO)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CNC(=O)CNC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C1CCN=C2C(NC(=O)CCC(N)=O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NCC(=O)NC(C(=O)NC1CCCN(O)C1=O)C(C)O,NonRibosomalPeptide
9628,NC(=O)CCC(NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(O)cc4[n+]32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,NonRibosomalPeptide
9629,NC(=O)CCC(NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(O)cc4[n+]32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,NonRibosomalPeptide
9630,CC(=O)N(O)CCCC(NC(=O)C(CO)NC(=O)C1CCNc2c(NC(=O)CCC(N)=O)cc3cc(O)c(O)cc3[n+]21)C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(C)O,NonRibosomalPeptide
9631,NC(=O)CCC(=O)Nc1cc2cc(O)c(O)cc2[n+]2c1NCCC2C(=O)N=C(CO)C1NCCC(C(=O)NC(CCCN(O)C=O)C(=O)NC(CCC(N)=O)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O)N1,NonRibosomalPeptide
9632,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(=O)O)Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9633,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9634,NCCCCC(NC(=O)C(CO)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC1CCCCNC(=O)C(CO)NC(=O)C(CCCN(O)C=O)NC1=O,NonRibosomalPeptide
9635,CC(NC(=O)C(CO)NC(=O)C(NC(=O)C(N)CCCCNC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CC(O)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(O)C(=O)O)C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O,NonRibosomalPeptide
9636,CC(O)CC(=O)C(O)CCCC(NC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CCC(N)C(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCN)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(O)C(=O)O)C(C)O,NonRibosomalPeptide
9637,CC(O)C(NC(=O)C(NC(=O)C(N)CCCCNC(=O)C1CCN=C2C(=NC(=O)CCC(N)=O)Cc3cc(O)c(O)cc3N21)C(=O)C(O)O)C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CO)C(=O)O)C(O)C(=O)O)C(C)O,NonRibosomalPeptide
9639,CC(O)CC(=O)C(O)CCCC(NC(=O)C(CC(=O)O)NC(=O)C1CCN=C2C(NC(=O)CCC(=O)O)=Cc3cc(O)c(O)cc3N21)C(=O)NC(CCN)C(=O)NC(C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(O)C(=O)O)C(C)O,NonRibosomalPeptide
9642,Cn1c2cccc(=O)c-2nc2ccccc21,Alkaloid
9643,NC(CO)C(O)C(O)C(O)C(=O)N[C@@H](CC(=O)O)c1ccccc1,NonRibosomalPeptide
