mibig_id,metabolite_id,unit_id,family_id
BGC0000367,21597,9,610
BGC0000367,21597,10,610
BGC0000367,21597,11,610
BGC0000367,21597,12,411
BGC0000367,21597,13,411
BGC0000367,21597,14,411
BGC0000367,21597,15,411
BGC0000367,21597,16,-1
BGC0000367,21597,17,-1
BGC0001865,1036,1,318
BGC0001865,1036,2,10
BGC0001865,1036,3,10
BGC0001865,1036,4,318
BGC0001865,1036,5,10
BGC0001865,1036,6,526
BGC0001865,1036,7,526
BGC0001865,1036,8,526
BGC0001865,1036,9,107
BGC0001865,1036,10,315
BGC0001865,1036,11,315
BGC0000380,18556,1,53
BGC0000380,18556,2,17
BGC0000380,18556,3,-1
BGC0000380,18556,4,17
BGC0000380,18556,5,149
BGC0000380,18556,6,22
BGC0000380,18556,7,283
BGC0000380,18556,8,287
BGC0000380,18556,9,-1
BGC0000380,18556,10,-1
BGC0000380,18556,11,-1
BGC0001823,2663,1,-1
BGC0001823,2663,2,-1
BGC0001823,2663,3,-1
BGC0001823,2663,4,367
BGC0001823,2663,5,255
BGC0001823,2663,6,356
BGC0001823,2663,7,218
BGC0001823,2663,8,218
BGC0001823,2663,9,508
BGC0001823,2663,10,-1
BGC0000352,23003,1,217
BGC0000352,23003,2,217
BGC0000352,23003,3,-1
BGC0000352,23003,4,351
BGC0000352,23003,5,732
BGC0000352,23003,6,686
BGC0000352,23003,7,312
BGC0001826,2447,1,527
BGC0001826,2447,2,233
BGC0001826,2447,3,569
BGC0001826,2447,4,569
BGC0001826,2447,5,297
BGC0000371,21215,1,562
BGC0000371,21215,2,350
BGC0000371,21215,3,648
BGC0000371,21215,4,732
BGC0000371,21215,5,732
BGC0000384,17567,1,-1
BGC0000384,17567,2,149
BGC0000384,17567,3,-1
BGC0000384,17567,4,255
BGC0000414,26545,1,-1
BGC0000414,26545,2,-1
BGC0000414,26545,3,-1
BGC0000414,26545,4,510
BGC0000397,14170,1,622
BGC0000397,14170,2,-1
BGC0000397,14170,3,505
BGC0000397,14170,4,353
BGC0000397,14170,5,408
BGC0000397,14170,6,-1
BGC0000397,14170,7,667
BGC0001824,2448,1,539
BGC0001824,2448,2,539
BGC0001824,2448,3,-1
BGC0001824,2448,4,123
BGC0001824,2448,5,2
BGC0000375,19986,1,-1
BGC0000375,19986,2,14
BGC0000375,19986,3,14
BGC0000375,19986,4,14
BGC0000375,19986,5,-1
BGC0000392,704,1,-1
BGC0000392,704,2,562
BGC0000392,704,3,-1
BGC0000392,704,4,732
BGC0000392,704,5,732
BGC0000392,704,6,-1
BGC0000379,22309,1,-1
BGC0000379,22309,2,123
BGC0000379,22309,3,-1
BGC0000379,22309,4,123
BGC0000379,22309,5,503
BGC0000379,22309,6,503
BGC0000379,22309,7,503
BGC0000379,22309,8,-1
BGC0000379,22309,9,379
BGC0000379,22309,10,379
BGC0000379,22309,11,379
BGC0000379,22309,12,-1
BGC0000379,22309,13,-1
BGC0000379,22309,14,-1
BGC0000379,22309,15,434
BGC0000376,19558,1,-1
BGC0000376,19558,2,-1
BGC0000376,19558,3,373
BGC0000376,19558,4,-1
BGC0000376,19558,5,-1
BGC0000376,19558,6,-1
BGC0000376,19558,7,12
BGC0000376,19558,8,-1
BGC0001847,46036,1,59
BGC0001847,46036,2,14
BGC0001847,46036,3,14
BGC0001847,46036,4,-1
BGC0001842,925,1,717
BGC0001842,925,2,495
BGC0001842,925,3,495
BGC0001842,925,4,520
BGC0001842,925,5,597
BGC0001842,925,6,-1
BGC0001842,925,7,406
BGC0001842,925,8,406
BGC0001842,925,9,406
BGC0001842,925,10,406
BGC0001842,925,11,399
BGC0001842,925,12,399
BGC0000378,19124,1,517
BGC0000378,19124,2,189
BGC0000378,19124,3,-1
BGC0000378,19124,4,484
BGC0000378,19124,5,-1
BGC0000378,19124,6,-1
BGC0001830,8484,1,378
BGC0001830,8484,2,-1
BGC0001830,8484,3,113
BGC0001830,8484,4,174
BGC0001830,8484,5,45
BGC0001830,8484,6,113
BGC0002086,8716,1,200
BGC0002086,8716,2,106
BGC0002086,8716,3,17
BGC0002086,8716,4,-1
BGC0002086,8716,5,259
BGC0002086,8716,6,134
BGC0002086,8716,7,106
BGC0002086,8716,8,534
BGC0002086,8716,9,171
BGC0002086,8716,10,248
BGC0000419,8751,1,756
BGC0000419,8751,2,738
BGC0000419,8751,3,638
BGC0000419,8751,4,638
BGC0000419,8751,5,-1
BGC0000419,8751,6,756
BGC0000419,8751,7,756
BGC0000419,8751,8,658
BGC0000419,8751,9,658
BGC0000419,8751,10,658
BGC0000419,8751,11,756
BGC0000419,8751,12,-1
BGC0000419,8751,13,-1
BGC0000419,8751,14,10
BGC0000419,8751,15,756
BGC0000418,8751,1,756
BGC0000418,8751,2,738
BGC0000418,8751,3,638
BGC0000418,8751,4,638
BGC0000418,8751,5,-1
BGC0000418,8751,6,756
BGC0000418,8751,7,756
BGC0000418,8751,8,658
BGC0000418,8751,9,658
BGC0000418,8751,10,-1
BGC0000418,8751,11,756
BGC0000418,8751,12,668
BGC0000418,8751,13,4
BGC0000418,8751,14,10
BGC0000418,8751,15,756
BGC0001831,1590,1,38
BGC0001831,1590,2,38
BGC0001831,1590,3,159
BGC0001831,1590,4,38
BGC0001831,1590,5,113
BGC0001831,1590,6,38
BGC0001831,1590,7,264
BGC0001831,1590,8,-1
BGC0000400,559,1,597
BGC0000400,559,2,597
BGC0000400,559,3,634
BGC0000400,559,4,634
BGC0000400,559,5,-1
BGC0000400,559,6,-1
BGC0000400,559,7,364
BGC0000400,559,8,399
BGC0000400,559,9,399
BGC0000400,559,10,-1
BGC0000400,559,11,-1
BGC0000400,559,12,-1
BGC0000400,559,13,384
BGC0000400,559,14,306
BGC0000383,751,1,395
BGC0000383,751,2,-1
BGC0000383,751,3,434
BGC0000383,751,4,-1
BGC0000383,751,5,294
BGC0000383,751,6,-1
BGC0000383,751,7,-1
BGC0000496,693,1,364
BGC0000496,693,2,639
BGC0000496,693,3,414
BGC0000496,693,4,204
BGC0000496,693,5,564
BGC0000496,693,6,409
BGC0000496,693,7,-1
BGC0000496,693,8,397
BGC0000496,693,9,397
BGC0000496,693,10,397
BGC0000496,693,11,397
BGC0000496,693,12,440
BGC0000496,693,13,654
BGC0000496,693,14,654
BGC0000496,693,15,-1
BGC0000496,693,16,130
BGC0000496,693,17,130
BGC0000496,693,18,130
BGC0000496,693,19,130
BGC0000496,693,20,204
BGC0000496,693,21,414
BGC0000496,693,22,260
BGC0000531,693,1,364
BGC0000531,693,2,639
BGC0000531,693,3,414
BGC0000531,693,4,204
BGC0000531,693,5,564
BGC0000531,693,6,409
BGC0000531,693,7,-1
BGC0000531,693,8,397
BGC0000531,693,9,397
BGC0000531,693,10,397
BGC0000531,693,11,397
BGC0000531,693,12,440
BGC0000531,693,13,654
BGC0000531,693,14,654
BGC0000531,693,15,691
BGC0000531,693,16,130
BGC0000531,693,17,130
BGC0000531,693,18,130
BGC0000531,693,19,130
BGC0000531,693,20,204
BGC0000531,693,21,414
BGC0000531,693,22,260
BGC0000553,693,1,364
BGC0000553,693,2,-1
BGC0000553,693,3,414
BGC0000553,693,4,204
BGC0000553,693,5,-1
BGC0000553,693,6,409
BGC0000553,693,7,-1
BGC0000553,693,8,397
BGC0000553,693,9,397
BGC0000553,693,10,397
BGC0000553,693,11,397
BGC0000553,693,12,440
BGC0000553,693,13,-1
BGC0000553,693,14,654
BGC0000553,693,15,691
BGC0000553,693,16,130
BGC0000553,693,17,130
BGC0000553,693,18,130
BGC0000553,693,19,130
BGC0000553,693,20,204
BGC0000553,693,21,414
BGC0000553,693,22,260
BGC0000382,17759,1,-1
BGC0000382,17759,2,-1
BGC0000382,17759,3,128
BGC0000382,17759,4,227
BGC0000382,17759,5,227
BGC0000382,17759,6,276
BGC0000382,17759,7,128
BGC0000382,17759,8,-1
BGC0000382,17759,9,-1
BGC0000382,17759,10,276
BGC0001819,200,1,252
BGC0000403,10711,1,123
BGC0000403,10711,2,570
BGC0000403,10711,3,2
BGC0000403,10711,4,570
BGC0000403,10711,5,570
BGC0000403,10711,6,597
BGC0000403,10711,7,541
BGC0000403,10711,8,541
BGC0000403,10711,9,399
BGC0000403,10711,10,566
BGC0000403,10711,11,250
BGC0000408,10139,1,570
BGC0000408,10139,2,570
BGC0000408,10139,3,570
BGC0000408,10139,4,570
BGC0000408,10139,5,570
BGC0000408,10139,6,641
BGC0000408,10139,7,-1
BGC0000408,10139,8,-1
BGC0000408,10139,9,-1
BGC0000408,10139,10,423
BGC0000408,10139,11,306
BGC0000391,16980,1,141
BGC0000391,16980,2,149
BGC0000391,16980,3,517
BGC0000391,16980,4,255
BGC0000386,17355,1,-1
BGC0000386,17355,2,650
BGC0000386,17355,3,49
BGC0000386,17355,4,-1
BGC0000386,17355,5,682
BGC0000386,17355,6,-1
BGC0000386,17355,7,450
BGC0000386,17355,8,49
BGC0000388,1567,1,-1
BGC0000388,1567,2,-1
BGC0000388,1567,3,-1
BGC0000388,1567,4,506
BGC0000388,1567,5,286
BGC0000388,1567,6,375
BGC0000388,1567,7,-1
BGC0000388,1567,8,175
BGC0000388,1567,9,-1
BGC0000388,1567,10,375
BGC0001837,779,1,-1
BGC0001837,779,2,6
BGC0001837,779,3,-1
BGC0001837,779,4,109
BGC0001837,779,5,-1
BGC0001837,779,6,-1
BGC0001837,779,7,254
BGC0001837,779,8,-1
BGC0001837,779,9,314
BGC0001837,779,10,-1
BGC0001837,779,11,-1
BGC0001837,779,12,6
BGC0001837,779,13,6
BGC0001837,779,14,259
BGC0001837,779,15,270
BGC0001837,779,16,216
BGC0000373,867,1,362
BGC0000373,867,2,614
BGC0002091,867,1,362
BGC0002091,867,2,614
BGC0002412,867,1,362
BGC0002412,867,2,614
BGC0001841,1071,1,250
BGC0001841,1071,2,-1
BGC0001841,1071,3,253
BGC0001841,1071,4,146
BGC0001841,1071,5,-1
BGC0000428,5838,1,390
BGC0000428,5838,2,-1
BGC0000428,5838,3,338
BGC0000428,5838,4,73
BGC0000428,5838,5,502
BGC0000428,5838,6,43
BGC0000428,5838,7,-1
BGC0000428,5838,8,-1
BGC0000407,23049,1,597
BGC0000407,23049,2,258
BGC0000407,23049,3,505
BGC0000407,23049,4,720
BGC0000407,23049,5,-1
BGC0000407,23049,6,262
BGC0000407,23049,7,250
BGC0000407,23049,8,-1
BGC0000407,23049,9,-1
BGC0000407,23049,10,667
BGC0000407,23049,11,520
BGC0001095,23049,1,-1
BGC0001095,23049,2,258
BGC0001095,23049,3,505
BGC0001095,23049,4,720
BGC0001095,23049,5,-1
BGC0001095,23049,6,262
BGC0001095,23049,7,250
BGC0001095,23049,8,437
BGC0001095,23049,9,-1
BGC0001095,23049,10,667
BGC0001095,23049,11,520
BGC0000394,13929,1,510
BGC0000394,13929,2,-1
BGC0000394,13929,3,-1
BGC0000394,13929,4,390
BGC0000394,13929,5,117
BGC0000394,13929,6,-1
BGC0000394,13929,7,510
BGC0001859,22828,1,-1
BGC0001859,22828,2,102
BGC0001859,22828,3,74
BGC0000938,22828,1,228
BGC0000938,22828,2,102
BGC0000938,22828,3,74
BGC0000395,13600,1,328
BGC0000395,13600,2,289
BGC0000395,13600,3,-1
BGC0000395,13600,4,-1
BGC0001828,2104,1,515
BGC0001828,2104,2,319
BGC0001828,2104,3,-1
BGC0001828,2104,4,515
BGC0001828,2104,5,160
BGC0001828,2104,6,243
BGC0001828,2104,7,17
BGC0001828,2104,8,515
BGC0001828,2104,9,-1
BGC0001828,2104,10,81
BGC0001828,2104,11,-1
BGC0001828,2104,12,81
BGC0001845,1566,1,17
BGC0001845,1566,2,17
BGC0001845,1566,3,-1
BGC0001845,1566,4,128
BGC0001845,1566,5,-1
BGC0001845,1566,6,132
BGC0000431,6113,1,-1
BGC0000431,6113,2,-1
BGC0000431,6113,3,140
BGC0000431,6113,4,450
BGC0000431,6113,5,450
BGC0000431,6113,6,434
BGC0000431,6113,7,-1
BGC0000431,6113,8,269
BGC0000431,6113,9,-1
BGC0000431,6113,10,306
BGC0001833,854,1,2
BGC0001833,854,2,-1
BGC0001833,854,3,-1
BGC0001833,854,4,47
BGC0001833,854,5,399
BGC0001833,854,6,-1
BGC0001833,854,7,123
BGC0001833,854,8,58
BGC0001833,854,9,123
BGC0001873,473,1,282
BGC0001873,473,2,282
BGC0001870,9928,1,96
BGC0001870,9928,2,96
BGC0001870,9928,3,138
BGC0001870,9928,4,96
BGC0001870,9928,5,596
BGC0001870,9928,6,552
BGC0001870,9928,7,138
BGC0001870,9928,8,552
BGC0001870,9928,9,72
BGC0001870,9928,10,528
BGC0001870,9928,11,72
BGC0001870,9928,12,300
BGC0001870,9928,13,72
BGC0001870,9928,14,300
BGC0001849,282,1,-1
BGC0001849,282,2,-1
BGC0001849,282,3,96
BGC0001849,282,4,-1
BGC0001849,282,5,96
BGC0001849,282,6,-1
BGC0001849,282,7,49
BGC0001849,282,8,351
BGC0001849,282,9,715
BGC0001849,282,10,-1
BGC0000402,11175,1,458
BGC0000402,11175,2,458
BGC0000402,11175,3,458
BGC0000402,11175,4,-1
BGC0000402,11175,5,-1
BGC0000402,11175,6,-1
BGC0000402,11175,7,353
BGC0000402,11175,8,-1
BGC0000402,11175,9,667
BGC0000433,31077,1,2
BGC0000433,31077,2,717
BGC0000433,31077,3,710
BGC0000433,31077,4,743
BGC0000433,31077,5,743
BGC0000433,31077,6,743
BGC0000433,31077,7,743
BGC0000433,31077,8,384
BGC0000433,31077,9,123
BGC0000433,31077,10,123
BGC0000433,31077,11,123
BGC0000385,19270,1,399
BGC0000385,19270,2,183
BGC0000385,19270,3,580
BGC0000385,19270,4,-1
BGC0000385,19270,5,408
BGC0000385,19270,6,541
BGC0000385,19270,7,-1
BGC0000385,19270,8,-1
BGC0000385,19270,9,-1
BGC0000385,19270,10,-1
BGC0000385,19270,11,566
BGC0000393,677,1,389
BGC0000393,677,2,262
BGC0000393,677,3,-1
BGC0000393,677,4,-1
BGC0000393,677,5,-1
BGC0000393,677,6,399
BGC0000393,677,7,-1
BGC0000393,677,8,594
BGC0000393,677,9,466
BGC0000393,677,10,123
BGC0000393,677,11,24
BGC0000412,44610,1,195
BGC0002475,1033,1,195
BGC0000406,21699,1,-1
BGC0002423,21699,1,-1
BGC0000416,9186,1,377
BGC0000416,9186,2,466
BGC0000416,9186,3,466
BGC0000416,9186,4,466
BGC0000416,9186,5,466
BGC0000416,9186,6,-1
BGC0000416,9186,7,466
BGC0000405,19704,1,-1
BGC0000405,19704,2,376
BGC0000405,19704,3,253
BGC0000405,19704,4,-1
BGC0000405,19704,5,292
BGC0000405,19704,6,292
BGC0000404,30877,1,301
BGC0000404,30877,2,301
BGC0000404,30877,3,297
BGC0000404,30877,4,293
BGC0000404,30877,5,253
BGC0000404,30877,6,293
BGC0000396,14252,1,-1
BGC0000396,14252,2,446
BGC0000396,14252,3,498
BGC0000396,14252,4,-1
BGC0000396,14252,5,377
BGC0000396,14252,6,227
BGC0000396,14252,7,-1
BGC0000396,14252,8,426
BGC0000396,14252,9,512
BGC0000396,14252,10,-1
BGC0000396,14252,11,426
BGC0000396,14252,12,24
BGC0001878,1075,1,250
BGC0001878,1075,2,253
BGC0001878,1075,3,334
BGC0001878,1075,4,371
BGC0001878,1075,5,334
BGC0000411,9653,1,495
BGC0000411,9653,2,-1
BGC0000411,9653,3,597
BGC0000411,9653,4,597
BGC0000411,9653,5,406
BGC0000411,9653,6,406
BGC0000411,9653,7,406
BGC0000411,9653,8,399
BGC0000411,9653,9,399
BGC0000411,9653,10,399
BGC0000411,9653,11,681
BGC0000411,9653,12,681
BGC0000411,9653,13,364
BGC0000409,10085,1,97
BGC0000409,10085,2,-1
BGC0000409,10085,3,373
BGC0000409,10085,4,-1
BGC0000409,10085,5,-1
BGC0001918,19536,1,226
BGC0001918,19536,2,163
BGC0001918,19536,3,50
BGC0001918,19536,4,146
BGC0001918,19536,5,146
BGC0000426,391,1,569
BGC0000426,391,2,527
BGC0000426,391,3,250
BGC0001868,20214,1,-1
BGC0001868,20214,2,173
BGC0001868,20214,3,173
BGC0001866,2834,1,321
BGC0001866,2834,2,526
BGC0001866,2834,3,526
BGC0001866,2834,4,53
BGC0001866,2834,5,362
BGC0001866,2834,6,-1
BGC0001866,2834,7,-1
BGC0001866,2834,8,-1
BGC0001892,1356,1,200
BGC0001892,1356,2,-1
BGC0001892,1356,3,17
BGC0001892,1356,4,200
BGC0001892,1356,5,198
BGC0001892,1356,6,-1
BGC0001892,1356,7,45
BGC0000422,7080,1,390
BGC0000422,7080,2,-1
BGC0000422,7080,3,-1
BGC0000422,7080,4,218
BGC0000422,7080,5,35
BGC0000422,7080,6,141
BGC0000422,7080,7,390
BGC0000422,7080,8,390
BGC0001937,6403,1,39
BGC0001937,6403,2,206
BGC0001937,6403,3,206
BGC0000421,7082,1,321
BGC0000421,7082,2,141
BGC0000421,7082,3,502
BGC0000421,7082,4,-1
BGC0000421,7082,5,35
BGC0000421,7082,6,390
BGC0000421,7082,7,390
BGC0000425,6635,1,519
BGC0000425,6635,2,525
BGC0000425,6635,3,525
BGC0000425,6635,4,664
BGC0000425,6635,5,-1
BGC0000425,6635,6,507
BGC0000425,6635,7,507
BGC0000425,6635,8,507
BGC0000425,6635,9,634
BGC0000425,6635,10,405
BGC0000425,6635,11,89
BGC0000425,6635,12,600
BGC0000425,6635,13,339
BGC0000425,6635,14,339
BGC0000425,6635,15,339
BGC0000425,6635,16,339
BGC0000425,6635,17,313
BGC0000425,6635,18,574
BGC0001877,1115,1,745
BGC0001877,1115,2,745
BGC0001877,1115,3,237
BGC0001877,1115,4,745
BGC0001877,1115,5,745
BGC0001877,1115,6,345
BGC0001877,1115,7,232
BGC0001877,1115,8,530
BGC0001877,1115,9,232
BGC0001877,1115,10,232
BGC0001877,1115,11,232
BGC0001877,1115,12,232
BGC0001877,1115,13,232
BGC0001877,1115,14,-1
BGC0001877,1115,15,-1
BGC0001877,1115,16,232
BGC0001877,1115,17,232
BGC0001877,1115,18,232
BGC0001877,1115,19,232
BGC0001877,1115,20,-1
BGC0001877,1115,21,-1
BGC0001877,1115,22,232
BGC0001877,1115,23,232
BGC0001877,1115,24,-1
BGC0001877,1115,25,134
BGC0000420,45821,1,-1
BGC0000420,45821,2,653
BGC0000420,45821,3,255
BGC0000449,3929,1,-1
BGC0000449,3929,2,570
BGC0000449,3929,3,570
BGC0000449,3929,4,570
BGC0000449,3929,5,-1
BGC0000449,3929,6,429
BGC0000449,3929,7,-1
BGC0000449,3929,8,250
BGC0000449,3929,9,556
BGC0000449,3929,10,-1
BGC0000449,3929,11,-1
BGC0000449,3929,12,411
BGC0000449,3929,13,411
BGC0000449,3929,14,553
BGC0000424,399,1,306
BGC0000424,399,2,682
BGC0000424,399,3,682
BGC0000424,399,4,450
BGC0000424,399,5,450
BGC0000424,399,6,434
BGC0000424,399,7,650
BGC0000413,11284,1,350
BGC0000413,11284,2,-1
BGC0000413,11284,3,458
BGC0000413,11284,4,-1
BGC0000413,11284,5,-1
BGC0000413,11284,6,350
BGC0000413,11284,7,350
BGC0000413,11284,8,350
BGC0000413,11284,9,350
BGC0000413,11284,10,-1
BGC0000413,11284,11,-1
BGC0000413,11284,12,648
BGC0000413,11284,13,-1
BGC0000413,11284,14,-1
BGC0000413,11284,15,350
BGC0000413,11284,16,312
BGC0000413,11284,17,-1
BGC0000413,11284,18,-1
BGC0000437,7134,1,262
BGC0000437,7134,2,-1
BGC0000437,7134,3,-1
BGC0000437,7134,4,-1
BGC0000437,7134,5,682
BGC0000437,7134,6,250
BGC0000437,7134,7,450
BGC0000437,7134,8,450
BGC0000437,7134,9,269
BGC0000437,7134,10,553
BGC0001881,475,1,-1
BGC0001881,475,2,321
BGC0001881,475,3,267
BGC0001881,475,4,508
BGC0001881,475,5,237
BGC0001881,475,6,-1
BGC0001881,475,7,-1
BGC0001881,475,8,66
BGC0001881,475,9,-1
BGC0001881,475,10,352
BGC0001881,475,11,20
BGC0000427,15234,1,-1
BGC0000427,15234,2,-1
BGC0000427,15234,3,-1
BGC0000427,15234,4,66
BGC0000438,5822,1,594
BGC0000438,5822,2,305
BGC0000438,5822,3,305
BGC0000438,5822,4,305
BGC0000438,5822,5,305
BGC0000438,5822,6,305
BGC0000438,5822,7,305
BGC0000438,5822,8,305
BGC0000438,5822,9,519
BGC0000438,5822,10,519
BGC0000438,5822,11,405
BGC0000438,5822,12,89
BGC0000438,5822,13,24
BGC0000438,5822,14,557
BGC0000438,5822,15,557
BGC0000438,5822,16,557
BGC0000438,5822,17,557
BGC0000438,5822,18,557
BGC0000438,5822,19,313
BGC0000438,5822,20,24
BGC0000438,5822,21,24
BGC0000438,5822,22,24
BGC0000438,5822,23,553
BGC0000434,3631,1,359
BGC0000434,3631,2,220
BGC0000434,3631,3,220
BGC0000434,3631,4,-1
BGC0000434,3631,5,-1
BGC0000434,3631,6,122
BGC0000434,3631,7,122
BGC0000434,3631,8,172
BGC0000434,3631,9,265
BGC0000434,3631,10,265
BGC0000434,3631,11,-1
BGC0000434,3631,12,26
BGC0000434,3631,13,26
BGC0000434,3631,14,-1
BGC0001872,982,1,766
BGC0001872,982,2,766
BGC0001872,982,3,766
BGC0001872,982,4,766
BGC0001872,982,5,772
BGC0001872,982,6,766
BGC0001872,982,7,772
BGC0001872,982,8,71
BGC0001872,982,9,766
BGC0001872,982,10,772
BGC0001872,982,11,772
BGC0001872,982,12,766
BGC0001872,982,13,771
BGC0001872,982,14,771
BGC0001872,982,15,766
BGC0001872,982,16,766
BGC0001872,982,17,772
BGC0000430,373,1,527
BGC0000430,373,2,205
BGC0000430,373,3,205
BGC0000430,373,4,-1
BGC0001923,34611,1,218
BGC0001923,34611,2,-1
BGC0001923,34611,3,237
BGC0001923,34611,4,-1
BGC0001923,34611,5,357
BGC0001923,34611,6,311
BGC0001923,34611,7,-1
BGC0001923,34611,8,194
BGC0001923,34611,9,194
BGC0001923,34611,10,-1
BGC0001923,34611,11,20
BGC0001923,34611,12,20
BGC0001923,34611,13,218
BGC0000458,2909,1,-1
BGC0000458,2909,2,85
BGC0000458,2909,3,450
BGC0000458,2909,4,450
BGC0000458,2909,5,-1
BGC0000458,2909,6,74
BGC0000458,2909,7,-1
BGC0000458,2909,8,-1
BGC0000458,2909,9,-1
BGC0000458,2909,10,-1
BGC0000417,451,1,650
BGC0000417,451,2,732
BGC0000417,451,3,650
BGC0000417,451,4,-1
BGC0001899,35730,1,-1
BGC0001910,28643,1,-1
BGC0001910,28643,2,-1
BGC0001910,28643,3,486
BGC0000436,5828,1,555
BGC0000436,5828,2,196
BGC0000436,5828,3,555
BGC0000436,5828,4,-1
BGC0000436,5828,5,97
BGC0000436,5828,6,-1
BGC0001047,5828,1,555
BGC0001047,5828,2,196
BGC0001047,5828,3,555
BGC0001047,5828,4,-1
BGC0001047,5828,5,97
BGC0001047,5828,6,-1
BGC0001941,957,1,-1
BGC0001941,957,2,-1
BGC0001941,957,3,10
BGC0001941,957,4,23
BGC0001941,957,5,254
BGC0001941,957,6,-1
BGC0000440,5585,1,668
BGC0000440,5585,2,568
BGC0000440,5585,3,-1
BGC0000440,5585,4,658
BGC0000440,5585,5,-1
BGC0000440,5585,6,658
BGC0000440,5585,7,143
BGC0000440,5585,8,491
BGC0000440,5585,9,595
BGC0000440,5585,10,491
BGC0000440,5585,11,-1
BGC0000441,5585,1,668
BGC0000441,5585,2,568
BGC0000441,5585,3,668
BGC0000441,5585,4,658
BGC0000441,5585,5,-1
BGC0000441,5585,6,658
BGC0000441,5585,7,143
BGC0000441,5585,8,491
BGC0000441,5585,9,595
BGC0000441,5585,10,491
BGC0000441,5585,11,-1
BGC0000423,415,1,650
BGC0000423,415,2,-1
BGC0000423,415,3,-1
BGC0000423,415,4,-1
BGC0000423,415,5,450
BGC0000423,415,6,650
BGC0001963,1314,1,32
BGC0001963,1314,2,32
BGC0001963,1314,3,32
BGC0001963,1314,4,32
BGC0001963,1314,5,32
BGC0001963,1314,6,32
BGC0001963,1314,7,341
BGC0001963,1314,8,32
BGC0001963,1314,9,32
BGC0001963,1314,10,109
BGC0001963,1314,11,32
BGC0001963,1314,12,32
BGC0001963,1314,13,460
BGC0001963,1314,14,314
BGC0001963,1314,15,314
BGC0001963,1314,16,32
BGC0001963,1314,17,345
BGC0001963,1314,18,32
BGC0001963,1314,19,32
BGC0000435,5824,1,459
BGC0000435,5824,2,495
BGC0000435,5824,3,520
BGC0000435,5824,4,459
BGC0000435,5824,5,459
BGC0000435,5824,6,459
BGC0000435,5824,7,459
BGC0000435,5824,8,459
BGC0000435,5824,9,664
BGC0000442,314,1,165
BGC0000442,314,2,165
BGC0000442,314,3,165
BGC0000442,314,4,253
BGC0000442,314,5,-1
BGC0000442,314,6,-1
BGC0000442,314,7,-1
BGC0000442,314,8,165
BGC0001902,31610,1,17
BGC0001902,31610,2,282
BGC0001902,31610,3,223
BGC0001902,31610,4,-1
BGC0001902,31610,5,-1
BGC0000467,2221,1,499
BGC0000467,2221,2,301
BGC0000467,2221,3,547
BGC0000467,2221,4,293
BGC0001055,165,1,139
BGC0001055,165,2,-1
BGC0001055,165,3,301
BGC0001055,165,4,301
BGC0001055,165,5,-1
BGC0001055,165,6,-1
BGC0001055,165,7,443
BGC0001055,165,8,-1
BGC0001055,165,9,-1
BGC0002570,2221,1,499
BGC0002570,2221,2,301
BGC0002570,2221,3,547
BGC0002570,2221,4,293
BGC0000447,5164,1,-1
BGC0000447,5164,2,525
BGC0000447,5164,3,-1
BGC0000447,5164,4,507
BGC0000447,5164,5,507
BGC0000447,5164,6,507
BGC0000447,5164,7,507
BGC0000447,5164,8,634
BGC0000447,5164,9,405
BGC0000447,5164,10,89
BGC0000447,5164,11,89
BGC0000447,5164,12,-1
BGC0000447,5164,13,339
BGC0000447,5164,14,339
BGC0000447,5164,15,339
BGC0000447,5164,16,339
BGC0000447,5164,17,574
BGC0000447,5164,18,313
BGC0000447,5164,19,553
BGC0001885,12823,1,-1
BGC0001885,12823,2,-1
BGC0001885,12823,3,80
BGC0001885,12823,4,80
BGC0001885,12823,5,-1
BGC0001885,12823,6,161
BGC0001885,12823,7,-1
BGC0001885,12823,8,-1
BGC0001885,12823,9,302
BGC0000448,9995,1,-1
BGC0000448,9995,2,390
BGC0000448,9995,3,195
BGC0000448,9995,4,321
BGC0001917,7468,1,185
BGC0001909,5946,1,235
BGC0001909,5946,2,10
BGC0001909,5946,3,254
BGC0001909,5946,4,-1
BGC0001909,5946,5,-1
BGC0000473,16929,1,88
BGC0000473,16929,2,88
BGC0000473,16929,3,342
BGC0000473,16929,4,342
BGC0000473,16929,5,-1
BGC0000473,16929,6,598
BGC0000473,16929,7,598
BGC0000473,16929,8,598
BGC0000474,16929,1,88
BGC0000474,16929,2,88
BGC0000474,16929,3,342
BGC0000474,16929,4,342
BGC0000474,16929,5,155
BGC0000474,16929,6,598
BGC0000474,16929,7,598
BGC0000474,16929,8,598
BGC0000451,224,1,217
BGC0000451,224,2,143
BGC0000451,224,3,143
BGC0000451,224,4,143
BGC0000451,224,5,217
BGC0000451,224,6,217
BGC0000451,224,7,686
BGC0000451,224,8,686
BGC0000451,224,9,686
BGC0001924,34605,1,361
BGC0001924,34605,2,-1
BGC0001924,34605,3,12
BGC0001924,34605,4,357
BGC0001924,34605,5,311
BGC0001924,34605,6,311
BGC0001924,34605,7,-1
BGC0001924,34605,8,-1
BGC0001927,35801,1,-1
BGC0001927,35801,2,646
BGC0001927,35801,3,375
BGC0001927,35801,4,-1
BGC0001927,35801,5,286
BGC0001927,35801,6,-1
BGC0001927,35801,7,102
BGC0001927,35801,8,404
BGC0001927,35801,9,-1
BGC0001927,35801,10,404
BGC0001927,35801,11,404
BGC0000450,3892,1,220
BGC0000450,3892,2,220
