rule_id,rxn_n
1,7
2,5
3,2
4,6
5,2
6,6
7,5
8,4
9,5
10,4
11,4
12,6
13,4
14,6
15,5
16,5
17,5
18,4
19,5
20,5
21,5
22,5
23,7
24,5
25,6
26,8
27,7
28,6
29,5
30,6
31,6
32,4
33,5
34,5
35,4
36,4
37,3
38,7
39,6
40,7
41,6
42,7
43,5
44,4
45,6
46,4
47,4
48,4
49,4
50,5
51,3
52,4
53,4
54,6
55,6
56,5
57,5
