mibig_id,metabolite_id,unit_id
BGC0000001,34142,1
BGC0000001,34142,2
BGC0000001,34142,3
BGC0000001,34142,4
BGC0000001,34142,5
BGC0000001,34142,6
BGC0000001,34142,7
BGC0001694,13833,1
BGC0001694,13833,2
BGC0001694,13833,3
BGC0001694,13833,4
BGC0001694,13833,5
BGC0001694,13833,6
BGC0001694,13833,7
BGC0001694,13833,8
BGC0001694,13833,9
BGC0001694,13833,10
BGC0001694,13833,11
BGC0001337,783,1
BGC0001337,783,2
BGC0001337,783,3
BGC0001337,783,4
BGC0001337,783,5
BGC0001337,783,6
BGC0001336,24525,1
BGC0001336,24525,2
BGC0001336,24525,3
BGC0001331,31676,1
BGC0001331,31676,2
BGC0001331,31676,3
BGC0001331,31676,4
BGC0001331,31676,5
BGC0001331,31676,6
BGC0001331,31676,7
BGC0001331,31676,8
BGC0001331,31676,9
BGC0001331,31676,10
BGC0001331,31676,11
BGC0001330,31676,1
BGC0001330,31676,2
BGC0001330,31676,3
BGC0001330,31676,4
BGC0001330,31676,5
BGC0001330,31676,6
BGC0001330,31676,7
BGC0001330,31676,8
BGC0001330,31676,9
BGC0001330,31676,10
BGC0001330,31676,11
BGC0001332,16771,1
BGC0001332,16771,2
BGC0001332,16771,3
BGC0001332,16771,4
BGC0001332,16771,5
BGC0001332,16771,6
BGC0001332,16771,7
BGC0001332,16771,8
BGC0000002,35638,1
BGC0000002,35638,2
BGC0000002,35638,3
BGC0000002,35638,4
BGC0000002,35638,5
BGC0000002,35638,6
BGC0000002,35638,7
BGC0000002,35638,8
BGC0000002,35638,9
BGC0000002,35638,10
BGC0000002,35638,11
BGC0000002,35638,12
BGC0000002,35638,13
BGC0000002,35638,14
BGC0000002,35638,15
BGC0000002,35638,16
BGC0000002,35638,17
BGC0000002,35638,18
BGC0000002,35638,19
BGC0000002,35638,20
BGC0000002,35638,21
BGC0000002,35638,22
BGC0000002,35638,23
BGC0000002,35638,24
BGC0001335,30606,1
BGC0001335,30606,2
BGC0001335,30606,3
BGC0001335,30606,4
BGC0001335,30606,5
BGC0001334,29467,1
BGC0001334,29467,2
BGC0001334,29467,3
BGC0001334,29467,4
BGC0001334,29467,5
BGC0001334,29467,6
BGC0001342,27618,1
BGC0001342,27618,2
BGC0001342,27618,3
BGC0001342,27618,4
BGC0001342,27618,5
BGC0001342,27618,6
BGC0001342,27618,7
BGC0001342,27618,8
BGC0001342,27618,9
BGC0001342,27618,10
BGC0001342,27618,11
BGC0001342,27618,12
BGC0001342,27618,13
BGC0001342,27618,14
BGC0000006,35394,1
BGC0000004,35394,1
BGC0000010,35394,1
BGC0000009,35394,1
BGC0000007,35394,1
BGC0000011,35394,1
BGC0000003,35416,1
BGC0000003,35416,2
BGC0000003,35416,3
BGC0000003,35416,4
BGC0000003,35416,5
BGC0000003,35416,6
BGC0001341,1127,1
BGC0001341,1127,2
BGC0001341,1127,3
BGC0001341,1127,4
BGC0001341,1127,5
BGC0001341,1127,6
BGC0001341,1127,7
BGC0001341,1127,8
BGC0001846,1127,1
BGC0001846,1127,2
BGC0001846,1127,3
BGC0001846,1127,4
BGC0001846,1127,5
BGC0001846,1127,6
BGC0001846,1127,7
BGC0001846,1127,8
BGC0000453,1127,1
BGC0000453,1127,2
BGC0000453,1127,3
BGC0000453,1127,4
BGC0000453,1127,5
BGC0000453,1127,6
BGC0000453,1127,7
BGC0000453,1127,8
BGC0001338,29542,1
BGC0001338,29542,2
BGC0001338,29542,3
BGC0001338,29542,4
BGC0001338,29542,5
BGC0000894,29542,1
BGC0000894,29542,2
BGC0000894,29542,3
BGC0000894,29542,4
BGC0000894,29542,5
BGC0001455,1219,1
BGC0001455,1219,2
BGC0001455,1219,3
BGC0001455,1219,4
BGC0001455,1219,5
BGC0001340,31127,1
BGC0001340,31127,2
BGC0001340,31127,3
BGC0001339,2163,1
BGC0001339,2163,2
BGC0001339,2163,3
BGC0001339,2163,4
BGC0001339,2163,5
BGC0001339,2163,6
BGC0001339,2163,7
BGC0001339,2163,8
BGC0001339,2163,9
BGC0001339,2163,10
BGC0001339,2163,11
BGC0001339,2163,12
BGC0001339,2163,13
BGC0001339,2163,14
BGC0001346,30981,1
BGC0001346,30981,2
BGC0001346,30981,3
BGC0001346,30981,4
BGC0001346,30981,5
BGC0001346,30981,6
BGC0001346,30981,7
BGC0001346,30981,8
BGC0001346,30981,9
BGC0001345,16327,1
BGC0001345,16327,2
BGC0001345,16327,3
BGC0002324,16327,1
BGC0002324,16327,2
BGC0002324,16327,3
BGC0002491,16327,1
BGC0002491,16327,2
BGC0002491,16327,3
BGC0002492,16327,1
BGC0002492,16327,2
BGC0002492,16327,3
BGC0001343,34336,1
BGC0001343,34336,2
BGC0002591,34336,1
BGC0002591,34336,2
BGC0001344,4717,1
BGC0001344,4717,2
BGC0001344,4717,3
BGC0001344,4717,4
BGC0001344,4717,5
BGC0001344,4717,6
BGC0001344,4717,7
BGC0001344,4717,8
BGC0001344,4717,9
BGC0001344,4717,10
BGC0001344,4717,11
BGC0001053,4719,1
BGC0001053,4719,2
BGC0001053,4719,3
BGC0001053,4719,4
BGC0001053,4719,5
BGC0001053,4719,6
BGC0001053,4719,7
BGC0001053,4719,8
BGC0001053,4719,9
BGC0001053,4719,10
BGC0001053,4719,11
BGC0000152,40404,1
BGC0000014,33631,1
BGC0000014,33631,2
BGC0000014,33631,3
BGC0000014,33631,4
BGC0000014,33631,5
BGC0000014,33631,6
BGC0000014,33631,7
BGC0000014,33631,8
BGC0000014,33631,9
BGC0000014,33631,10
BGC0000014,33631,11
BGC0000014,33631,12
BGC0001350,11895,1
BGC0001350,11895,2
BGC0001350,11895,3
BGC0001350,11895,4
BGC0001350,11895,5
BGC0001350,11895,6
BGC0001350,11895,7
BGC0001350,11895,8
BGC0001350,11895,9
BGC0001350,11895,10
BGC0001350,11895,11
BGC0001350,11895,12
BGC0001350,11895,13
BGC0001350,11895,14
BGC0001350,11895,15
BGC0001350,11895,16
BGC0001350,11895,17
BGC0001350,11895,18
BGC0001350,11895,19
BGC0000012,33692,1
BGC0000012,33692,2
BGC0000012,33692,3
BGC0000012,33692,4
BGC0000012,33692,5
BGC0000012,33692,6
BGC0000012,33692,7
BGC0000012,33692,8
BGC0000012,33692,9
BGC0001349,16653,1
BGC0001349,16653,2
BGC0001349,16653,3
BGC0001349,16653,4
BGC0001349,16653,5
BGC0001349,16653,6
BGC0001349,16653,7
BGC0001349,16653,8
BGC0001349,16653,9
BGC0001349,16653,10
BGC0001349,16653,11
BGC0001349,16653,12
BGC0001349,16653,13
BGC0000097,16653,1
BGC0000097,16653,2
BGC0000097,16653,3
BGC0000097,16653,4
BGC0000097,16653,5
BGC0000097,16653,6
BGC0000097,16653,7
BGC0000097,16653,8
BGC0000097,16653,9
BGC0000097,16653,10
BGC0000097,16653,11
BGC0000097,16653,12
BGC0000097,16653,13
BGC0002101,16653,1
BGC0002101,16653,2
BGC0002101,16653,3
BGC0002101,16653,4
BGC0002101,16653,5
BGC0002101,16653,6
BGC0002101,16653,7
BGC0002101,16653,8
BGC0002101,16653,9
BGC0002101,16653,10
BGC0002101,16653,11
BGC0002101,16653,12
BGC0002101,16653,13
BGC0001348,19535,1
BGC0001348,19535,2
BGC0001348,19535,3
BGC0001348,19535,4
BGC0001348,19535,5
BGC0001348,19535,6
BGC0001348,19535,7
BGC0001348,19535,8
BGC0001348,19535,9
BGC0001348,19535,10
BGC0001348,19535,11
BGC0001348,19535,12
BGC0001348,19535,13
BGC0001348,19535,14
BGC0000013,33681,1
BGC0000013,33681,2
BGC0000013,33681,3
BGC0001284,33681,1
BGC0001284,33681,2
BGC0001284,33681,3
BGC0000021,34822,1
BGC0000021,34822,2
BGC0000021,34822,3
BGC0000021,34822,4
BGC0000021,34822,5
BGC0000021,34822,6
BGC0000021,34822,7
BGC0000021,34822,8
BGC0000021,34822,9
BGC0000021,34822,10
BGC0000021,34822,11
BGC0000021,34822,12
BGC0000021,34822,13
BGC0000021,34822,14
BGC0000021,34822,15
BGC0000021,34822,16
BGC0000021,34822,17
BGC0000021,34822,18
BGC0000018,33492,1
BGC0000018,33492,2
BGC0000018,33492,3
BGC0000018,33492,4
BGC0000018,33492,5
BGC0000018,33492,6
BGC0000018,33492,7
BGC0000018,33492,8
BGC0000018,33492,9
BGC0000018,33492,10
BGC0000018,33492,11
BGC0000018,33492,12
BGC0001361,6473,1
BGC0001361,6473,2
BGC0001361,6473,3
BGC0001361,6473,4
BGC0001361,6473,5
BGC0002283,6473,1
BGC0002283,6473,2
BGC0002283,6473,3
BGC0002283,6473,4
BGC0002283,6473,5
BGC0001351,28507,1
BGC0001351,28507,2
BGC0001351,28507,3
BGC0001351,28507,4
BGC0001351,28507,5
BGC0001358,17933,1
BGC0001358,17933,2
BGC0001358,17933,3
BGC0001358,17933,4
BGC0001358,17933,5
BGC0001358,17933,6
BGC0001358,17933,7
BGC0001358,17933,8
BGC0001358,17933,9
BGC0001358,17933,10
BGC0001358,17933,11
BGC0001358,17933,12
BGC0001358,17933,13
BGC0001365,1057,1
BGC0001365,1057,2
BGC0001369,714,1
BGC0001369,714,2
BGC0001369,714,3
BGC0001369,714,4
BGC0001369,714,5
BGC0001369,714,6
BGC0001369,714,7
BGC0001369,714,8
BGC0001369,714,9
BGC0001369,714,10
BGC0001369,714,11
BGC0001366,33261,1
BGC0001366,33261,2
BGC0001366,33261,3
BGC0001512,33261,1
BGC0001512,33261,2
BGC0001512,33261,3
BGC0000031,30601,1
BGC0000031,30601,2
BGC0000031,30601,3
BGC0000031,30601,4
BGC0000031,30601,5
BGC0000031,30601,6
BGC0000031,30601,7
BGC0000031,30601,8
BGC0000031,30601,9
BGC0000031,30601,10
BGC0001533,30601,1
BGC0001533,30601,2
BGC0001533,30601,3
BGC0001533,30601,4
BGC0001533,30601,5
BGC0001533,30601,6
BGC0001533,30601,7
BGC0001533,30601,8
BGC0001533,30601,9
BGC0001533,30601,10
BGC0001370,769,1
BGC0001370,769,2
BGC0001370,769,3
BGC0001370,769,4
BGC0001370,769,5
BGC0001370,769,6
BGC0001370,769,7
BGC0001370,769,8
BGC0001370,769,9
BGC0001370,769,10
BGC0001370,769,11
BGC0001370,769,12
BGC0001370,769,13
BGC0001374,4279,1
BGC0001374,4279,2
BGC0001374,4279,3
BGC0000033,18375,1
BGC0000033,18375,2
BGC0000033,18375,3
BGC0000033,18375,4
BGC0000033,18375,5
BGC0000033,18375,6
BGC0000033,18375,7
BGC0000033,18375,8
BGC0000033,18375,9
BGC0001357,30171,1
BGC0001357,30171,2
BGC0001357,30171,3
BGC0001357,30171,4
BGC0001357,30171,5
BGC0001357,30171,6
BGC0001357,30171,7
BGC0001357,30171,8
BGC0001357,30171,9
BGC0001357,30171,10
BGC0001357,30171,11
BGC0001357,30171,12
BGC0001357,30171,13
BGC0001357,30171,14
BGC0001357,30171,15
BGC0001357,30171,16
BGC0001357,30171,17
BGC0001357,30171,18
BGC0001357,30171,19
BGC0001357,30171,20
BGC0001357,30171,21
BGC0001357,30171,22
BGC0001386,19501,1
BGC0001386,19501,2
BGC0001386,19501,3
BGC0001386,19501,4
BGC0001387,5799,1
BGC0001387,5799,2
BGC0001387,5799,3
BGC0001387,5799,4
BGC0001387,5799,5
BGC0001393,17635,1
BGC0001393,17635,2
BGC0001393,17635,3
BGC0001393,17635,4
BGC0001393,17635,5
BGC0001393,17635,6
BGC0001393,17635,7
BGC0001364,1246,1
BGC0001364,1246,2
BGC0001364,1246,3
BGC0001364,1246,4
BGC0001364,1246,5
BGC0001364,1246,6
BGC0001364,1246,7
BGC0001364,1246,8
BGC0001364,1246,9
BGC0001364,1246,10
BGC0001364,1246,11
BGC0001364,1246,12
BGC0001364,1246,13
BGC0001364,1246,14
BGC0001364,1246,15
BGC0001364,1246,16
BGC0001364,1246,17
BGC0001364,1246,18
BGC0001364,1246,19
BGC0001364,1246,20
BGC0001364,1246,21
BGC0001364,1246,22
BGC0001364,1246,23
BGC0001364,1246,24
BGC0001364,1246,25
BGC0001364,1246,26
BGC0001364,1246,27
BGC0001364,1246,28
BGC0001364,1246,29
BGC0001364,1246,30
BGC0001364,1246,31
BGC0001364,1246,32
BGC0001364,1246,33
BGC0001364,1246,34
BGC0000040,27333,1
BGC0000040,27333,2
BGC0000040,27333,3
BGC0000040,27333,4
BGC0000040,27333,5
BGC0000040,27333,6
BGC0000040,27333,7
BGC0000040,27333,8
BGC0000040,27333,9
BGC0000040,27333,10
BGC0000040,27333,11
BGC0000040,27333,12
BGC0000040,27333,13
BGC0000040,27333,14
BGC0000040,27333,15
BGC0000043,28922,1
BGC0000043,28922,2
BGC0000043,28922,3
BGC0000043,28922,4
BGC0000043,28922,5
BGC0000043,28922,6
BGC0000043,28922,7
BGC0000043,28922,8
BGC0000043,28922,9
BGC0000976,28922,1
BGC0000976,28922,2
BGC0000976,28922,3
BGC0000976,28922,4
BGC0000976,28922,5
BGC0000976,28922,6
BGC0000976,28922,7
BGC0000976,28922,8
BGC0000976,28922,9
BGC0001165,28922,1
BGC0001165,28922,2
BGC0001165,28922,3
BGC0001165,28922,4
BGC0001165,28922,5
BGC0001165,28922,6
BGC0001165,28922,7
BGC0001165,28922,8
BGC0001165,28922,9
BGC0000029,31697,1
BGC0000029,31697,2
BGC0000029,31697,3
BGC0000029,31697,4
BGC0000029,31697,5
BGC0000029,31697,6
BGC0000029,31697,7
BGC0000029,31697,8
BGC0000029,31697,9
BGC0000027,15490,1
BGC0000027,15490,2
BGC0000027,15490,3
BGC0000027,15490,4
BGC0000027,15490,5
BGC0000027,15490,6
BGC0000027,15490,7
BGC0000027,15490,8
BGC0000027,15490,9
BGC0000027,15490,10
BGC0000027,15490,11
BGC0000027,15490,12
BGC0000099,15490,1
BGC0000099,15490,2
BGC0000099,15490,3
BGC0000099,15490,4
BGC0000099,15490,5
BGC0000099,15490,6
BGC0000099,15490,7
BGC0000099,15490,8
BGC0000099,15490,9
BGC0000099,15490,10
BGC0000099,15490,11
BGC0000099,15490,12
BGC0000023,34333,1
BGC0000023,34333,2
BGC0000023,34333,3
BGC0000023,34333,4
BGC0000023,34333,5
BGC0000023,34333,6
BGC0000023,34333,7
BGC0000044,25789,1
BGC0000044,25789,2
BGC0000044,25789,3
BGC0000044,25789,4
BGC0000044,25789,5
BGC0000044,25789,6
BGC0000044,25789,7
BGC0000044,25789,8
BGC0000044,25789,9
BGC0000044,25789,10
BGC0000044,25789,11
BGC0000044,25789,12
BGC0000044,25789,13
BGC0001377,3606,1
BGC0001377,3606,2
BGC0001377,3606,3
BGC0001377,3606,4
BGC0001377,3606,5
BGC0001377,3606,6
BGC0001377,3606,7
BGC0001377,3606,8
BGC0001377,3606,9
BGC0000030,17585,1
BGC0000030,17585,2
BGC0000030,17585,3
BGC0000030,17585,4
BGC0000026,31983,1
BGC0000026,31983,2
BGC0000026,31983,3
BGC0000026,31983,4
BGC0000026,31983,5
BGC0000026,31983,6
BGC0000026,31983,7
BGC0000026,31983,8
BGC0000026,31983,9
BGC0000026,31983,10
BGC0000026,31983,11
BGC0000026,31983,12
BGC0000026,31983,13
BGC0000026,31983,14
BGC0000026,31983,15
BGC0000026,31983,16
BGC0000026,31983,17
BGC0000026,31983,18
BGC0000017,21136,1
BGC0000017,21136,2
BGC0000017,21136,3
BGC0000017,21136,4
BGC0000035,28080,1
BGC0000035,28080,2
BGC0000035,28080,3
BGC0000035,28080,4
BGC0000035,28080,5
BGC0000035,28080,6
BGC0000035,28080,7
BGC0000035,28080,8
BGC0000035,28080,9
BGC0000035,28080,10
BGC0000035,28080,11
BGC0000047,45949,1
BGC0000047,45949,2
BGC0000047,45949,3
BGC0000047,45949,4
BGC0000047,45949,5
BGC0000047,45949,6
BGC0000047,45949,7
BGC0000047,45949,8
BGC0000047,45949,9
BGC0000047,45949,10
BGC0000024,1470,1
BGC0000024,1470,2
BGC0000024,1470,3
BGC0000024,1470,4
BGC0000024,1470,5
BGC0000024,1470,6
BGC0000024,1470,7
BGC0000020,16033,1
BGC0000020,16033,2
BGC0000020,16033,3
BGC0000020,16033,4
BGC0000020,16033,5
BGC0000020,16033,6
BGC0000020,16033,7
BGC0000020,16033,8
BGC0000020,16033,9
BGC0000020,16033,10
BGC0000020,16033,11
BGC0000020,16033,12
BGC0000020,16033,13
BGC0000020,16033,14
BGC0001511,1519,1
BGC0001511,1519,2
BGC0001511,1519,3
BGC0001511,1519,4
BGC0001511,1519,5
BGC0001511,1519,6
BGC0001511,1519,7
BGC0001511,1519,8
BGC0001511,1519,9
BGC0001511,1519,10
BGC0001511,1519,11
BGC0001511,1519,12
BGC0001511,1519,13
BGC0001360,15272,1
BGC0001360,15272,2
BGC0001360,15272,3
BGC0001360,15272,4
BGC0001360,15272,5
BGC0001360,15272,6
BGC0001360,15272,7
BGC0000104,15272,1
BGC0000104,15272,2
BGC0000104,15272,3
BGC0000104,15272,4
BGC0000104,15272,5
BGC0000104,15272,6
BGC0000104,15272,7
BGC0001677,15272,1
BGC0001677,15272,2
BGC0001677,15272,3
BGC0001677,15272,4
BGC0001677,15272,5
BGC0001677,15272,6
BGC0001677,15272,7
BGC0002616,15272,1
BGC0002616,15272,2
BGC0002616,15272,3
BGC0002616,15272,4
BGC0002616,15272,5
BGC0002616,15272,6
BGC0002616,15272,7
BGC0002619,15272,1
BGC0002619,15272,2
BGC0002619,15272,3
BGC0002619,15272,4
BGC0002619,15272,5
BGC0002619,15272,6
BGC0002619,15272,7
BGC0000052,24831,1
BGC0000052,24831,2
BGC0000052,24831,3
BGC0000052,24831,4
BGC0000052,24831,5
BGC0000052,24831,6
BGC0000052,24831,7
BGC0000052,24831,8
BGC0000052,24831,9
BGC0000052,24831,10
BGC0000052,24831,11
BGC0000052,24831,12
BGC0000052,24831,13
BGC0000052,24831,14
BGC0000052,24831,15
BGC0000052,24831,16
BGC0000052,24831,17
BGC0000052,24831,18
BGC0000052,24831,19
BGC0000052,24831,20
BGC0000052,24831,21
BGC0000052,24831,22
BGC0000052,24831,23
BGC0000052,24831,24
BGC0000052,24831,25
BGC0000052,24831,26
BGC0000052,24831,27
BGC0000052,24831,28
BGC0000052,24831,29
BGC0000052,24831,30
BGC0000038,29356,1
BGC0000038,29356,2
BGC0000038,29356,3
BGC0001371,36016,1
BGC0001371,36016,2
BGC0001371,36016,3
BGC0001371,36016,4
BGC0001371,36016,5
BGC0001371,36016,6
BGC0001371,36016,7
BGC0001373,380,1
BGC0001373,380,2
BGC0001373,380,3
BGC0001373,380,4
BGC0001373,380,5
BGC0001373,380,6
BGC0001373,380,7
BGC0001373,380,8
BGC0001373,380,9
BGC0001415,1564,1
BGC0001415,1564,2
BGC0001415,1564,3
BGC0001415,1564,4
BGC0001415,1564,5
BGC0001415,1564,6
BGC0001415,1564,7
BGC0001415,1564,8
BGC0000955,1564,1
BGC0000955,1564,2
BGC0000955,1564,3
BGC0000955,1564,4
BGC0000955,1564,5
BGC0000955,1564,6
BGC0000955,1564,7
BGC0000955,1564,8
BGC0001367,20908,1
BGC0001367,20908,2
BGC0001367,20908,3
BGC0001367,20908,4
BGC0001367,20908,5
BGC0001367,20908,6
BGC0000041,47834,1
BGC0000041,47834,2
BGC0000041,47834,3
BGC0000041,47834,4
BGC0000022,34539,1
BGC0000022,34539,2
BGC0000022,34539,3
BGC0000022,34539,4
BGC0000022,34539,5
BGC0000022,34539,6
BGC0000036,1081,1
BGC0000036,1081,2
BGC0000036,1081,3
BGC0000036,1081,4
BGC0000036,1081,5
BGC0000036,1081,6
BGC0000036,1081,7
BGC0000036,1081,8
BGC0000036,1081,9
BGC0000036,1081,10
BGC0000036,1081,11
BGC0000036,1081,12
BGC0000036,1081,13
BGC0000036,1081,14
BGC0000036,1081,15
BGC0000036,1081,16
BGC0000036,1081,17
BGC0001376,871,1
BGC0001376,871,2
BGC0001376,871,3
BGC0001376,871,4
BGC0002732,871,1
BGC0002732,871,2
BGC0002732,871,3
BGC0002732,871,4
BGC0001418,16323,1
BGC0001418,16323,2
BGC0001418,16323,3
BGC0001418,16323,4
BGC0001418,16323,5
BGC0001418,16323,6
BGC0001418,16323,7
BGC0001418,16323,8
BGC0001418,16323,9
BGC0001418,16323,10
BGC0001418,16323,11
BGC0001418,16323,12
BGC0001418,16323,13
BGC0001431,16323,1
BGC0001431,16323,2
BGC0001431,16323,3
BGC0001431,16323,4
BGC0001431,16323,5
BGC0001431,16323,6
BGC0001431,16323,7
BGC0001431,16323,8
BGC0001431,16323,9
BGC0001431,16323,10
BGC0001431,16323,11
BGC0001431,16323,12
BGC0001431,16323,13
BGC0001429,16323,1
BGC0001429,16323,2
BGC0001429,16323,3
BGC0001429,16323,4
BGC0001429,16323,5
BGC0001429,16323,6
BGC0001429,16323,7
BGC0001429,16323,8
BGC0001429,16323,9
BGC0001429,16323,10
BGC0001429,16323,11
BGC0001429,16323,12
BGC0001429,16323,13
BGC0001430,16323,1
BGC0001430,16323,2
BGC0001430,16323,3
BGC0001430,16323,4
BGC0001430,16323,5
BGC0001430,16323,6
BGC0001430,16323,7
BGC0001430,16323,8
BGC0001430,16323,9
BGC0001430,16323,10
BGC0001430,16323,11
BGC0001430,16323,12
BGC0001430,16323,13
BGC0001432,16323,1
BGC0001432,16323,2
BGC0001432,16323,3
BGC0001432,16323,4
BGC0001432,16323,5
BGC0001432,16323,6
BGC0001432,16323,7
BGC0001432,16323,8
BGC0001432,16323,9
BGC0001432,16323,10
BGC0001432,16323,11
BGC0001432,16323,12
BGC0001432,16323,13
BGC0001023,16323,1
BGC0001023,16323,2
BGC0001023,16323,3
BGC0001023,16323,4
BGC0001023,16323,5
BGC0001023,16323,6
BGC0001023,16323,7
BGC0001023,16323,8
BGC0001023,16323,9
BGC0001023,16323,10
BGC0001023,16323,11
BGC0001023,16323,12
BGC0001023,16323,13
BGC0001399,981,1
BGC0001399,981,2
BGC0001399,981,3
BGC0001399,981,4
BGC0000053,24358,1
BGC0000053,24358,2
BGC0000053,24358,3
BGC0000053,24358,4
BGC0000053,24358,5
BGC0000053,24358,6
BGC0000053,24358,7
BGC0000053,24358,8
BGC0000053,24358,9
BGC0000053,24358,10
BGC0000053,24358,11
BGC0000053,24358,12
BGC0000053,24358,13
BGC0000053,24358,14
BGC0000053,24358,15
BGC0000053,24358,16
BGC0000053,24358,17
BGC0000053,24358,18
BGC0001378,265,1
BGC0001378,265,2
BGC0001378,265,3
BGC0001378,265,4
BGC0001378,265,5
BGC0001378,265,6
BGC0001378,265,7
BGC0001378,265,8
BGC0000028,31016,1
BGC0000028,31016,2
BGC0000028,31016,3
BGC0000028,31016,4
BGC0000028,31016,5
BGC0000028,31016,6
BGC0000028,31016,7
BGC0000028,31016,8
BGC0000028,31016,9
BGC0000028,31016,10
BGC0000028,31016,11
BGC0000028,31016,12
BGC0000028,31016,13
BGC0000028,31016,14
BGC0000028,31016,15
BGC0000028,31016,16
BGC0001392,11821,1
BGC0001392,11821,2
BGC0001392,11821,3
BGC0001392,11821,4
BGC0001392,11821,5
BGC0001392,11821,6
BGC0001392,11821,7
BGC0001392,11821,8
BGC0001392,11821,9
BGC0001392,11821,10
BGC0001392,11821,11
BGC0001392,11821,12
BGC0001392,11821,13
BGC0001392,11821,14
BGC0001392,11821,15
BGC0001392,11821,16
BGC0001392,11821,17
BGC0001392,11821,18
BGC0001392,11821,19
BGC0001392,11821,20
BGC0001392,11821,21
BGC0001423,15224,1
BGC0001423,15224,2
BGC0001423,15224,3
BGC0001423,15224,4
BGC0001423,15224,5
BGC0001423,15224,6
BGC0001423,15224,7
BGC0001423,15224,8
BGC0001423,15224,9
BGC0001423,15224,10
BGC0001423,15224,11
BGC0001423,15224,12
BGC0001423,15224,13
BGC0001424,15224,1
BGC0001424,15224,2
BGC0001424,15224,3
BGC0001424,15224,4
BGC0001424,15224,5
BGC0001424,15224,6
BGC0001424,15224,7
BGC0001424,15224,8
BGC0001424,15224,9
BGC0001424,15224,10
BGC0001424,15224,11
BGC0001424,15224,12
BGC0001424,15224,13
BGC0000025,31995,1
BGC0000025,31995,2
BGC0000025,31995,3
BGC0000025,31995,4
BGC0000025,31995,5
BGC0000025,31995,6
BGC0000025,31995,7
BGC0000025,31995,8
BGC0000025,31995,9
BGC0000025,31995,10
BGC0000025,31995,11
BGC0000025,31995,12
BGC0000025,31995,13
BGC0000025,31995,14
BGC0000025,31995,15
BGC0000034,28392,1
BGC0000034,28392,2
BGC0000034,28392,3
BGC0000034,28392,4
BGC0001375,10815,1
BGC0001375,10815,2
BGC0001375,10815,3
BGC0001375,10815,4
BGC0001375,10815,5
BGC0001375,10815,6
BGC0001375,10815,7
BGC0001375,10815,8
BGC0001375,10815,9
BGC0001384,6980,1
BGC0001384,6980,2
BGC0001384,6980,3
BGC0001384,6980,4
BGC0001384,6980,5
BGC0001769,6980,1
BGC0001769,6980,2
BGC0001769,6980,3
BGC0001769,6980,4
BGC0001769,6980,5
BGC0000037,44217,1
BGC0000037,44217,2
BGC0000037,44217,3
BGC0000037,44217,4
BGC0000037,44217,5
BGC0001397,30292,1
BGC0001397,30292,2
BGC0001397,30292,3
BGC0001397,30292,4
BGC0001397,30292,5
BGC0001397,30292,6
BGC0001397,30292,7
BGC0001397,30292,8
BGC0001397,30292,9
BGC0001397,30292,10
BGC0001584,30292,1
BGC0001584,30292,2
BGC0001584,30292,3
BGC0001584,30292,4
BGC0001584,30292,5
BGC0001584,30292,6
BGC0001584,30292,7
BGC0001584,30292,8
BGC0001584,30292,9
BGC0001584,30292,10
BGC0000965,30292,1
BGC0000965,30292,2
BGC0000965,30292,3
BGC0000965,30292,4
BGC0000965,30292,5
BGC0000965,30292,6
BGC0000965,30292,7
BGC0000965,30292,8
BGC0000965,30292,9
BGC0000965,30292,10
BGC0001381,31286,1
BGC0001381,31286,2
BGC0001381,31286,3
BGC0001381,31286,4
BGC0001381,31286,5
BGC0001381,31286,6
BGC0001381,31286,7
BGC0001381,31286,8
BGC0001381,31286,9
BGC0001381,31286,10
BGC0001381,31286,11
BGC0001381,31286,12
BGC0001381,31286,13
BGC0001381,31286,14
BGC0001381,31286,15
BGC0001381,31286,16
BGC0001381,31286,17
BGC0001381,31286,18
BGC0001381,31286,19
BGC0001381,31286,20
BGC0000062,22716,1
BGC0000062,22716,2
BGC0000062,22716,3
BGC0000062,22716,4
BGC0000062,22716,5
BGC0000062,22716,6
BGC0000062,22716,7
BGC0000062,22716,8
BGC0000062,22716,9
BGC0000062,22716,10
BGC0000062,22716,11
BGC0000062,22716,12
BGC0000063,22716,1
BGC0000063,22716,2
BGC0000063,22716,3
BGC0000063,22716,4
BGC0000063,22716,5
BGC0000063,22716,6
BGC0000063,22716,7
BGC0000063,22716,8
BGC0000063,22716,9
BGC0000063,22716,10
BGC0000063,22716,11
BGC0000063,22716,12
BGC0000535,22716,1
BGC0000535,22716,2
BGC0000535,22716,3
BGC0000535,22716,4
BGC0000535,22716,5
BGC0000535,22716,6
BGC0000535,22716,7
BGC0000535,22716,8
BGC0000535,22716,9
BGC0000535,22716,10
BGC0000535,22716,11
BGC0000535,22716,12
BGC0002502,22716,1
BGC0002502,22716,2
BGC0002502,22716,3
BGC0002502,22716,4
BGC0002502,22716,5
BGC0002502,22716,6
BGC0002502,22716,7
BGC0002502,22716,8
BGC0002502,22716,9
BGC0002502,22716,10
BGC0002502,22716,11
BGC0002502,22716,12
BGC0000039,15743,1
BGC0000039,15743,2
BGC0000039,15743,3
BGC0000039,15743,4
BGC0000039,15743,5
BGC0000039,15743,6
BGC0000039,15743,7
BGC0000039,15743,8
BGC0000070,46677,1
BGC0001395,4530,1
BGC0001395,4530,2
BGC0001395,4530,3
BGC0001395,4530,4
BGC0001395,4530,5
BGC0001395,4530,6
BGC0001395,4530,7
BGC0001395,4530,8
